Year,Haul,Latitude,Longitude,10210
2019,29,63.99983333,-163.0973333,61.57954711
2019,30,63.99966667,-163.4768333,150.2264445
2019,31,63.9995,-163.8463333,460.2277364
2019,32,63.83283333,-163.857,351.9140947
2019,33,63.834,-164.1995,352.5463808
2019,34,63,-164.1961667,286.7431783
2019,35,64.00016667,-164.9073333,1548.615713
2019,36,63.83383333,-164.5818333,1539.757412
2019,37,63.83383333,-164.9905,590.2506249
2019,38,63.67483333,-164.9715,294.0709625
2019,39,63.667,-165.3268333,183.9167995
2019,40,63.673,-165.702,1508.307961
2019,41,63.67033333,-166.08,1695.887873
2019,42,63.671,-166.4521667,2053.598644
2019,43,63.83816667,-166.465,389.0940077
2019,44,63.836,-166.1045,1084.119527
2019,45,63.83383333,-165.7396667,1139.737016
2019,46,63.83316667,-165.3665,70.84578118
2019,47,64,-164.991,1353.615091
2019,48,64.16666667,-164.9863333,3354.06165
2019,49,64.167,-164.6056667,563.3850473
2019,50,64.1665,-164.226,322.5580762
2019,51,64.16683333,-163.8455,104.1394973
2019,52,64.16733333,-163.4651667,154.2536298
2020,1,64.49983333,-164.2176667,4889.024913
2020,2,64.50066667,-163.0666667,3703.643891
2020,3,64.50016667,-163.5001667,1105.133821
2020,4,64.33333333,-163.4578333,2852.104018
2020,5,64.15116667,-163.4531667,426.3289628
2020,6,64.168,-163.0655,650.8400901
2020,7,64.1795,-162.7098333,670.5967241
2020,8,64.18433333,-162.3125,63.68485478
2020,9,64.32883333,-162.2953333,741.506001
2020,10,64.32283333,-161.8483333,1044.815058
2020,11,64.16433333,-161.9406667,1539.543036
2020,12,64.16266667,-161.5446667,77.14057887
2020,13,64.00016667,-161.5898333,82.59558642
2020,14,63.84766667,-161.6126667,514.1911748
2020,15,63.825,-161.95,1095.10222
2020,16,64.0125,-161.9413333,162.1396397
2020,17,63.989,-162.313,77.48002091
2020,18,63.83383333,-162.3575,186.5179195
2020,19,63.8345,-162.724,271.9461984
2020,20,63.98633333,-162.7275,141.7949485
2020,21,63.99383333,-163.0995,202.3132424
2020,22,63.83283333,-163.1225,79.68956485
2020,23,63.99716667,-163.5266667,78.02931003
2020,24,63.83066667,-163.4566667,30.77246539
2020,25,63.832,-163.8456667,96.57848552
2020,26,63.84016667,-164.8401667,47.13728891
2020,27,63.83416667,-164.5018333,27.68472752
2020,28,63.99583333,-164.5866667,172.118546
2020,29,63.98866667,-164.2423333,110.8348888
2020,30,64.00833333,-163.8505,321.6105921
2020,31,64.16733333,-163.833,341.4950618
2020,32,64.16683333,-164.1895,266.9914141
2020,33,64.327,-164.2418333,90.61282971
2020,34,64.329,-164.6091667,244.2011286
2020,35,64.33566667,-164.9615,3613.647611
2020,36,64.33833333,-165.3541667,3829.989408
2020,37,64.335,-165.7236667,1161.699814
2020,38,64.33,-166.1008333,294.0709625
2020,39,64.325,-166.4143333,311.6160298
2020,40,64.15466667,-166.4728333,1013.157145
2020,41,64.004,-166.4601667,398.2801455
2020,42,64.17666667,-166.0258333,2902.187913
2020,43,64.16466667,-165.7476667,421.2390673
2020,44,64.16233333,-165.377,808.7493517
2020,45,64.16183333,-164.9611667,1027.322391
2020,46,64.16316667,-164.6016667,13.59635324
2020,47,64.00766667,-164.95,2892.794088
2020,48,64.002,-165.3611667,10705.64974
2020,49,63.99233333,-165.7215,563.3850473
2020,50,63.99816667,-166.0958333,1691.568538
2020,51,63.83966667,-166.1046667,689.6231286
2020,52,63.819,-166.4716667,600.7319235
2021,1,64.3275,-165.3716667,1692.134053
2021,2,64.33383333,-165.729,861.6297659
2021,3,64.1695,-165.7306667,1700.151177
2021,4,64.16083333,-166.1156667,1207.57735
2021,5,64.33433333,-166.1238333,872.9190074
2021,6,64.31916667,-166.4703333,199.3853405
2021,7,64.15183333,-166.4825,991.3975386
2021,8,64.0025,-166.483,813.814866
2021,9,63.99833333,-166.11,1858.188517
2021,10,64.16516667,-165.3595,1643.077215
2021,11,64.1665,-164.98,963.7572536
2021,12,64.33066667,-165.5976667,288.3135491
2021,13,64.32533333,-164.2341667,83.96966038
2021,14,64.17333333,-164.2251667,226.3106353
2021,15,64.003,-164.229,161.9066534
2021,16,64.0065,-164.6035,489.5296995
2021,17,64.00083333,-164.5816667,207.7983368
2021,18,64.1645,-163.8725,95.31907597
2021,19,64.1645,-163.4708333,66.32947047
2021,20,64.16616667,-163.0983333,149.692749
2021,21,64.1645,-164.7403333,25.03263369
2021,22,64.166,-162.3015,2.273077769
2021,23,64.32166667,-162.3058333,0
2021,24,63.9955,-162.2965,283.4418916
2021,25,63.993,-162.7415,26.21837497
2021,26,63.8405,-162.7116667,35.43023645
2021,27,63.835,-162.352,18.68965185
2021,28,63.84933333,-163.127,27.18839557
2021,29,63.98166667,-163.1036667,88.66416671
2021,30,63.99033333,-163.4851667,137.587527
2021,31,63.99533333,-163.8585,121.6620434
2021,32,63.99166667,-165.7401667,989.8404782
2021,33,63.99816667,-165.368,567.7695391
2021,34,63.99733333,-164.9823333,232.5109267
2021,35,64.49683333,-164.249,316.7366113
2021,36,64.49833333,-163.8425,99.1013564
2021,37,64.33183333,-163.8388333,158.0879167
2021,38,64.3345,-163.469,52.8870617
2021,39,64.32533333,-164.9435,465.8860065
