"","Year","Agent","ADFG_Station","Haul","Month","Day","Latitude","Longitude","Swept_NM2","Depth_m","Bottom_Temp","Surface_Temp","ADFG_tier","female","NOCrab","other","Total","UNK"
"198",1982,"NOAA",185,22,9,5,64.333,-165.7616667,0.0120965565,18.288,9.9,13.6,"c",82.6681543627726,NA,NA,578.677080539408,NA
"199",1982,"NOAA",184,23,9,5,64.33266667,-165.4441667,0.012837162,20.1168,9,10.3,"c",77.8988377649203,NA,77.8988377649203,856.887215414123,NA
"200",1982,"NOAA",183,24,9,6,64.33566667,-164.9768333,0.012672583,23.7744,8.4,9.7,"c",631.284087861172,NA,78.9105109826465,1262.56817572234,394.552554913233
"201",1982,"NOAA",182,25,9,6,64.31033333,-164.6941667,0.0132486095,10.9728,9.2,11.5,"c",301.918476803169,NA,NA,NA,NA
"202",1982,"NOAA",181,26,9,6,64.32083333,-164.2216667,0.0142360835,10.9728,8.8,11.7,"c",70.244038678194,NA,NA,NA,NA
"203",1982,"NOAA",203,27,9,6,64.48016667,-164.2996667,0.012343425,16.4592,8.4,12.1,"c",81.0147912755171,NA,NA,NA,NA
"204",1982,"NOAA",202,28,9,6,64.49216667,-163.8723333,0.0135777675,12.8016,12.5,12.5,"c",NA,0,NA,NA,NA
"205",1982,"NOAA",180,29,9,6,64.33016667,-163.7946667,0.013330899,12.8016,8.5,12.8,"c",225.041086876436,NA,150.027391250958,NA,NA
"206",1982,"NOAA",179,30,9,6,64.341,-163.5526667,0.0135777675,14.6304,8.7,13,"c",441.898861502821,NA,NA,NA,NA
"207",1982,"NOAA",153,31,9,6,64.14966667,-163.523,0.013495478,14.6304,8.3,12.7,"c",148.197788918629,NA,NA,74.0988944593145,NA
"208",1982,"NOAA",152,32,9,6,64.14883333,-163.0726667,0.0127548725,21.9456,5.7,12.4,"c",NA,NA,78.4014109117908,470.408465470745,NA
"209",1982,"NOAA",150,33,9,6,64.141,-162.2618333,0.013001741,12.8016,4.9,13,"c",NA,NA,76.9127765273897,NA,NA
"210",1982,"NOAA",176,34,9,6,64.298,-162.3101667,0.0129194515,12.8016,6.4,12.8,"c",232.208000471227,NA,77.4026668237425,NA,NA
"211",1982,"NOAA",201,35,9,6,64.46866667,-162.3563333,0.0132486095,9.144,12.8,13.3,"O",NA,0,NA,NA,NA
"212",1982,"NOAA",174,36,9,7,64.3175,-161.625,0.0135777675,10.9728,6,12.7,"t2",147.29962050094,NA,NA,NA,NA
"213",1982,"NOAA",148,37,9,7,64.1715,-161.5186667,0.0120965565,12.8016,8.7,12.9,"t2",82.6681543627726,NA,NA,NA,NA
"214",1982,"NOAA",121,38,9,7,63.97716667,-161.5761667,0.0132486095,12.8016,3,12.6,"t2",NA,NA,NA,75.4796192007923,NA
"215",1982,"NOAA",94,39,9,7,63.78733333,-161.5853333,0.0132486095,9.144,4.3,11.8,"t2",NA,0,NA,NA,NA
"216",1982,"NOAA",96,40,9,7,63.8225,-162.3236667,0.013330899,12.8016,6,11.2,"t3",150.027391250958,NA,NA,NA,NA
"217",1982,"NOAA",123,41,9,7,63.975,-162.341,0.013989215,12.8016,NA,NA,"c",NA,0,NA,NA,NA
"218",1982,"NOAA",125,42,9,7,64.00566667,-163.0495,0.0130840305,14.6304,6.3,11.6,"c",NA,NA,76.4290483731294,NA,NA
"219",1982,"NOAA",98,43,9,7,63.82983333,-163.1303333,0.012508004,12.8016,7.7,11.2,"t3",559.641650258506,NA,159.897614359573,79.9488071797866,NA
"220",1982,"NOAA",73,44,9,7,63.65516667,-163.0618333,0.012178846,10.9728,9.8,10.3,"O",NA,0,NA,NA,NA
"221",1982,"NOAA",99,45,9,7,63.8345,-163.463,0.0134131885,12.8016,9.8,11,"t3",74.5534889038501,NA,NA,NA,NA
"222",1982,"NOAA",126,46,9,8,64.00016667,-163.4113333,0.0140715045,16.4592,8.3,11.5,"c",142.131212764065,NA,NA,497.459244674228,NA
"223",1982,"NOAA",154,47,9,8,64.19583333,-163.8368333,0.0132486095,14.6304,8.8,11.9,"c",150.959238401585,NA,75.4796192007923,226.438857602377,NA
"224",1982,"NOAA",155,48,9,8,64.16533333,-164.2345,0.0130840305,14.6304,11.5,11.7,"c",3133.5909832983,NA,1375.72287071633,1987.15525770136,NA
"225",1982,"NOAA",156,49,9,8,64.15866667,-164.5981667,0.01316632,12.8016,9.9,10.9,"c",NA,NA,NA,151.902733641595,NA
"226",1982,"NOAA",157,50,9,8,64.15033333,-164.9695,0.0130840305,12.8016,10.2,10.3,"c",76.4290483731294,NA,NA,535.003338611906,NA
"227",1982,"NOAA",158,51,9,8,64.14883333,-165.3396667,0.0127548725,12.8016,8.3,9.7,"c",627.211287294326,NA,156.802821823582,313.605643647163,NA
"228",1982,"NOAA",159,52,9,8,64.1405,-165.72,0.0125902935,14.6304,8.7,9.7,"c",873.688925520283,NA,79.4262659563893,238.278797869168,NA
"229",1982,"NOAA",160,53,9,8,64.186,-166.1373333,0.0127548725,18.288,6.7,10.2,"c",156.802821823582,NA,NA,3292.85925829521,156.802821823582
"230",1982,"NOAA",133,54,9,8,64.02566667,-166.186,0.012343425,20.1168,4,10.2,"c",NA,NA,NA,1863.34019933689,162.029582551034
"231",1982,"NOAA",132,55,9,8,63.98116667,-165.6483333,0.012508004,14.6304,6.9,8.6,"c",319.795228719147,NA,79.9488071797866,159.897614359573,NA
"232",1982,"NOAA",131,56,9,9,63.98283333,-165.2741667,0.012672583,12.8016,6.7,9.3,"c",5839.37781271584,NA,4024.43606011497,4261.16759306291,NA
"233",1982,"NOAA",130,57,9,9,63.9885,-164.9735,0.012672583,12.8016,9.8,9.9,"c",4182.25708208027,NA,1183.6576647397,1262.56817572234,236.73153294794
"234",1982,"NOAA",129,58,9,9,63.978,-164.6305,0.012672583,14.6304,10.2,10.2,"c",NA,NA,NA,78.9105109826465,NA
"235",1982,"NOAA",128,59,9,9,64.00283333,-164.2901667,0.012837162,14.6304,10.2,10.7,"c",155.797675529841,NA,NA,77.8988377649203,NA
"236",1982,"NOAA",127,60,9,9,63.994,-163.8151667,0.012672583,14.6304,10,11.3,"c",315.642043930586,NA,78.9105109826465,394.552554913233,NA
"237",1982,"NOAA",100,61,9,9,63.84783333,-163.8493333,0.012672583,12.8016,10.3,10.5,"t3",NA,NA,NA,78.9105109826465,NA
"238",1982,"NOAA",101,62,9,9,63.78566667,-164.213,0.012837162,12.8016,10.6,10,"t3",NA,0,NA,NA,NA
"239",1982,"NOAA",102,63,9,9,63.81183333,-164.6276667,0.013001741,12.8016,10.4,10,"t3",NA,0,NA,NA,NA
"240",1982,"NOAA",103,64,9,9,63.83883333,-165.0248333,0.012837162,12.8016,6.5,9.4,"t1",77.8988377649203,NA,NA,NA,NA
"241",1982,"NOAA",104,65,9,9,63.8175,-165.3291667,0.0132486095,14.6304,8,8.6,"t1",377.398096003962,NA,NA,75.4796192007923,NA
"242",1982,"NOAA",105,66,9,9,63.824,-165.6543333,0.0125902935,16.4592,4.6,8.9,"t1",317.705063825557,NA,NA,158.852531912779,NA
"243",1982,"NOAA",106,67,9,10,63.82616667,-166.0861667,0.012508004,21.9456,4.7,8.9,"t1",NA,NA,79.9488071797866,2798.20825129253,79.9488071797866
"244",1982,"NOAA",82,68,9,10,63.75533333,-166.5365,0.0122611355,27.432,4.3,6,"t1",NA,NA,NA,81.5585147068964,NA
"245",1982,"NOAA",81,69,9,10,63.63366667,-166.021,0.012508004,21.9456,8.3,9.4,"t1",NA,NA,NA,1359.12972205637,NA
"246",1982,"NOAA",58,70,9,10,63.47533333,-166.4558333,0.012508004,21.9456,1.7,4.5,"O",NA,0,NA,NA,NA
"247",1982,"NOAA",60,71,9,10,63.48783333,-167.0721667,0.0129194515,21.9456,5.2,7.4,"ONS",NA,0,NA,NA,NA
"248",1982,"NOAA",84,72,9,10,63.73766667,-167.102,0.0130840305,27.432,4.3,8.2,"ONS",NA,0,NA,NA,NA
"249",1982,"NOAA",136,73,9,10,64.0085,-167.1726667,0.013330899,29.2608,4.2,7.3,"ONS",NA,0,NA,NA,NA
"250",1982,"NOAA",134,74,9,10,63.99483333,-166.6135,0.0129194515,27.432,2.3,8.5,"c",NA,NA,NA,154.805333647485,NA
"251",1982,"NOAA",187,75,9,10,64.24466667,-166.6146667,0.013824636,23.7744,5,8.2,"c",NA,NA,NA,506.342445471982,NA
"252",1982,"NOAA",163,76,9,10,64.254,-167.1133333,0.0125902935,25.6032,4.1,4.3,"ONS",NA,NA,NA,79.4262659563893,NA
"253",1982,"NOAA",206,77,9,11,64.504,-166.6738333,0.012837162,21.9456,4.7,7.3,"O",778.988377649203,NA,77.8988377649203,155.797675529841,NA
"254",1985,"NOAA",184,211,9,16,64.345,-165.36,0.012178846,21.9456,8,7.4,"c",82.1095857522133,NA,82.1095857522133,1149.53420053099,NA
"255",1985,"NOAA",183,212,9,16,64.332,-164.989,0.0124257145,31.0896,8.1,7.3,"c",NA,NA,160.956538957981,6116.34848040328,NA
"256",1985,"NOAA",157,213,9,17,64.164,-164.996,0.0119319775,14.6304,8.2,6.8,"c",251.425214303329,NA,NA,167.616809535553,NA
"257",1985,"NOAA",158,214,9,17,64.179,-165.36,0.012343425,14.6304,7.7,7.7,"c",162.029582551034,NA,NA,405.073956377586,NA
"258",1985,"NOAA",159,215,9,17,64.179,-165.748,0.012508004,16.4592,7.5,7.4,"c",79.9488071797866,NA,NA,799.488071797866,NA
"259",1985,"NOAA",185,216,9,17,64.321,-165.757,0.0120965565,18.288,8.2,7.3,"c",NA,NA,NA,413.340771813863,NA
"260",1985,"NOAA",186,217,9,17,64.321,-166.175,0.012178846,21.9456,8.3,7.5,"c",164.219171504427,NA,NA,1642.19171504427,NA
"261",1985,"NOAA",204,218,9,19,64.494,-165.74,0.012343425,16.4592,8.3,6.9,"O",NA,NA,81.0147912755171,81.0147912755171,NA
"262",1985,"NOAA",187,219,9,19,64.345,-166.551,0.012014267,23.7744,8,7.2,"c",1165.28124437388,NA,83.234374598134,1082.04686977574,NA
"263",1985,"NOAA",188,220,9,19,64.324,-166.91,0.0127548725,27.432,6.9,6.7,"O",78.4014109117908,NA,NA,235.204232735372,NA
"264",1985,"NOAA",162,221,9,19,64.172,-166.928,0.012178846,29.2608,7.7,7,"O",NA,0,NA,NA,NA
"265",1985,"NOAA",161,222,9,19,64.172,-166.543,0.0122611355,25.6032,7,7,"c",NA,NA,NA,244.675544120689,NA
"266",1985,"NOAA",134,223,9,20,64.004,-166.532,0.011355951,27.432,6.5,6.6,"c",NA,NA,NA,528.357334405546,NA
"267",1985,"NOAA",135,224,9,20,63.992,-166.909,0.012178846,31.0896,5,6,"t1",NA,0,NA,NA,NA
"268",1985,"NOAA",108,225,9,20,63.841,-166.893,0.0122611355,29.2608,2,5.7,"O",NA,0,NA,NA,NA
"269",1985,"NOAA",107,226,9,20,63.843,-166.507,0.012343425,27.432,3.5,6.2,"t1",NA,NA,NA,81.0147912755171,NA
"270",1985,"NOAA",82,227,9,20,63.654,-166.478,0.012178846,25.6032,3.9,5.8,"t1",NA,0,NA,NA,NA
"271",1985,"NOAA",58,228,9,20,63.508,-166.464,0.012014267,23.7744,9,NA,"O",NA,0,NA,NA,NA
"272",1985,"NOAA",40,229,9,20,63.343,-166.447,0.012014267,21.9456,6.4,6.5,"O",NA,0,NA,NA,NA
"273",1985,"NOAA",21,230,9,21,63.16,-166.397,0.0122611355,20.1168,6.4,6.4,"O",NA,0,NA,NA,NA
"274",1985,"NOAA",20,231,9,21,63.158,-166.057,0.012343425,20.1168,6.8,6.8,"O",NA,0,NA,NA,NA
"275",1985,"NOAA",39,232,9,21,63.325,-166.061,0.012672583,20.1168,7.2,7,"O",NA,0,NA,NA,NA
"276",1985,"NOAA",57,233,9,21,63.498,-166.088,0.012508004,21.9456,6.8,6.9,"O",NA,0,NA,NA,NA
"277",1985,"NOAA",81,234,9,21,63.657,-166.097,0.012178846,23.7744,6.9,7,"t1",NA,NA,NA,82.1095857522133,NA
"278",1985,"NOAA",106,235,9,21,63.845,-166.122,0.012508004,23.7744,6.8,7,"t1",NA,NA,NA,959.38568615744,NA
"279",1985,"NOAA",105,236,9,22,63.821,-165.739,0.0124257145,18.288,7.1,6.3,"t1",NA,NA,NA,80.4782694789905,NA
"280",1985,"NOAA",132,237,9,22,63.999,-165.762,0.012343425,18.288,7.7,6.3,"c",NA,NA,NA,162.029582551034,NA
"281",1985,"NOAA",133,238,9,22,64.001,-166.121,0.0122611355,20.1168,7.6,6.3,"c",NA,NA,NA,570.909602948275,NA
"282",1985,"NOAA",160,239,9,22,64.164,-166.18,0.012014267,20.1168,7.6,6.3,"c",NA,NA,NA,1581.45311736455,NA
"283",1985,"NOAA",206,240,9,22,64.499,-166.547,0.0120965565,21.9456,7.7,6.1,"O",330.67261745109,NA,82.6681543627726,1405.35862416713,NA
"284",1985,"NOAA",80,241,9,23,63.668,-165.738,0.012837162,20.1168,6.8,6.6,"t1",NA,NA,NA,233.696513294761,NA
"285",1985,"NOAA",56,242,9,23,63.498,-165.695,0.012014267,20.1168,7.1,7.1,"O",NA,0,NA,NA,NA
"286",1985,"NOAA",55,243,9,23,63.514,-165.336,0.013001741,14.6304,7.2,7,"O",NA,NA,NA,76.9127765273897,NA
"287",1985,"NOAA",79,244,9,24,63.664,-165.312,0.0122611355,14.6304,7.3,6.6,"t1",81.5585147068964,NA,NA,81.5585147068964,NA
"288",1985,"NOAA",104,245,9,24,63.822,-165.352,0.0122611355,14.6304,7.2,5.9,"t1",NA,0,NA,NA,NA
"289",1985,"NOAA",131,246,9,24,63.999,-165.361,0.0125902935,14.6304,7.7,6,"c",158.852531912779,NA,NA,NA,NA
"290",1985,"NOAA",130,248,9,24,63.996,-165.021,0.01152053,14.6304,7.7,6.2,"c",NA,NA,NA,260.404686242734,NA
"291",1985,"NOAA",129,249,9,24,64,-164.612,0.0120965565,16.4592,7.9,6.3,"c",165.336308725545,NA,NA,248.004463088318,NA
"292",1985,"NOAA",156,250,9,24,64.169,-164.602,0.012178846,12.8016,7.9,7,"c",82.1095857522133,NA,NA,246.32875725664,NA
"293",1985,"NOAA",182,251,9,24,64.333,-164.577,0.012672583,12.8016,7.9,6.6,"c",315.642043930586,NA,NA,78.9105109826465,NA
"294",1985,"NOAA",181,252,9,25,64.334,-164.227,0.011849688,10.9728,7.8,6.1,"c",168.780815157327,NA,84.3904075786637,NA,NA
"295",1985,"NOAA",203,253,9,25,64.5,-164.182,0.012343425,16.4592,8,5.7,"c",NA,NA,162.029582551034,NA,NA
"296",1985,"NOAA",202,254,9,25,64.484,-163.795,0.013330899,12.8016,7.8,6.2,"c",NA,0,NA,NA,NA
"297",1985,"NOAA",180,255,9,25,64.334,-163.826,0.0116028195,14.6304,8,6.5,"c",86.1859481654437,NA,86.1859481654437,NA,NA
"298",1985,"NOAA",179,256,9,25,64.343,-163.401,0.012837162,16.4592,7.5,6.7,"c",701.089539884283,NA,NA,NA,NA
"299",1985,"NOAA",152,257,9,25,64.168,-163.049,0.0117673985,21.9456,5.4,6.5,"c",169.961100578008,NA,NA,169.961100578008,NA
"300",1985,"NOAA",153,258,9,25,64.167,-163.398,0.0116028195,16.4592,5.6,6.5,"c",NA,NA,86.1859481654437,430.929740827219,NA
"301",1985,"NOAA",154,259,9,26,64.167,-163.825,0.0119319775,18.288,7.4,6.7,"c",NA,NA,251.425214303329,921.89245244554,NA
"302",1985,"NOAA",155,260,9,26,64.164,-164.197,0.0119319775,16.4592,7.5,6.7,"c",921.89245244554,NA,502.850428606658,838.084047677763,NA
"303",1985,"NOAA",128,261,9,26,64.01,-164.22,0.0127548725,14.6304,7.8,7.2,"c",1176.02116367686,NA,627.211287294326,784.014109117908,NA
"304",1985,"NOAA",127,262,9,26,64.002,-163.861,0.012014267,16.4592,8,6.5,"c",83.234374598134,NA,NA,499.406247588804,NA
"305",1985,"NOAA",126,263,9,26,64.005,-163.472,0.0117673985,16.4592,7.1,6.5,"c",NA,NA,NA,254.941650867012,NA
"306",1985,"NOAA",125,264,9,26,64,-163.106,0.011685109,16.4592,7.1,6.1,"c",NA,NA,NA,513.474029211024,NA
"307",1985,"NOAA",201,265,9,27,64.494,-162.233,0.012178846,9.144,7,6.2,"O",NA,0,NA,NA,NA
"308",1985,"NOAA",176,266,9,27,64.344,-162.262,0.0096278715,16.4592,6.8,6.5,"c",NA,NA,NA,103.865117019894,NA
"309",1985,"NOAA",150,267,9,27,64.179,-162.289,0.0122611355,14.6304,6.8,6.8,"c",NA,NA,NA,326.234058827586,NA
"310",1985,"NOAA",123,268,9,27,64.01,-162.351,0.012178846,14.6304,5.8,6.8,"c",NA,NA,NA,246.32875725664,NA
"311",1985,"NOAA",96,269,9,27,63.843,-162.373,0.0120965565,12.8016,6.5,6.4,"t3",82.6681543627726,NA,NA,82.6681543627726,NA
"312",1985,"NOAA",174,270,9,28,64.35,-161.485,0.0122611355,7.3152,7.4,6.5,"t2",NA,0,NA,NA,NA
"313",1985,"NOAA",148,271,9,28,64.175,-161.512,0.0122611355,14.6304,6.7,6.5,"t2",81.5585147068964,NA,NA,NA,NA
"314",1985,"NOAA",121,272,9,28,64.007,-161.532,0.0130840305,14.6304,6.8,6.7,"t2",NA,NA,NA,152.858096746259,NA
"315",1985,"NOAA",94,273,9,28,63.842,-161.579,0.0124257145,12.8016,5.2,6.7,"t2",80.4782694789905,NA,NA,NA,NA
"316",1985,"NOAA",98,274,9,28,63.834,-163.102,0.01316632,14.6304,7,6.8,"t3",75.9513668207973,NA,NA,75.9513668207973,NA
"317",1985,"NOAA",99,275,9,29,63.835,-163.447,0.011849688,14.6304,7,6.6,"t3",168.780815157327,NA,NA,NA,NA
"318",1985,"NOAA",100,276,9,29,63.833,-163.868,0.01316632,14.6304,7.6,6.8,"t3",151.902733641595,NA,NA,NA,NA
"319",1985,"NOAA",101,277,9,29,63.835,-164.209,0.0140715045,14.6304,7.5,7,"t3",NA,0,NA,NA,NA
"320",1985,"NOAA",102,278,9,29,63.837,-164.595,0.0164579,12.8016,7.5,7,"t3",182.283280369914,NA,NA,NA,NA
"321",1985,"NOAA",103,279,9,29,63.836,-164.96,0.012343425,14.6304,7,7,"t1",81.0147912755171,NA,NA,NA,NA
"322",1985,"NOAA",78,280,9,29,63.676,-164.957,0.012508004,14.6304,6.7,6.3,"t1",79.9488071797866,NA,NA,NA,NA
"323",1985,"NOAA",77,281,9,30,63.667,-164.572,0.0117673985,9.144,6.5,6.5,"O",84.980550289004,NA,NA,NA,NA
"324",1985,"NOAA",54,282,9,30,63.507,-164.95,0.012672583,5.4864,6.7,6.4,"O",NA,0,NA,NA,NA
"325",1985,"NOAA",37,283,9,30,63.339,-165.325,0.012014267,14.6304,7.3,6.3,"O",NA,0,NA,NA,NA
"326",1985,"NOAA",38,284,9,30,63.33,-165.68,0.012014267,20.1168,7,6.2,"O",NA,NA,NA,249.703123794402,NA
"327",1985,"NOAA",19,285,9,30,63.173,-165.699,0.011849688,18.288,6.8,6.3,"O",NA,NA,NA,84.3904075786637,NA
"328",1985,"NOAA",3,286,9,30,63.011,-165.701,0.011849688,16.4592,NA,NA,"O",NA,0,NA,NA,NA
"329",1985,"NOAA",222,288,10,1,64.666,-166.582,0.012178846,14.6304,7.5,6,"O",410.547928761067,NA,NA,82.1095857522133,NA
"330",1985,"NOAA",207,289,10,1,64.508,-166.968,0.012014267,25.6032,NA,NA,"O",332.937498392536,NA,NA,582.640622186938,NA
"331",1985,"NOAA",223,290,10,1,64.65,-166.9833333,0.0119319775,21.9456,NA,NA,"O",4106.61183362104,NA,921.89245244554,3352.33619071105,NA
"332",1988,"NOAA",183,1,8,16,64.413,-165.0043333,0.01316632,18.288,10.5,13.5,"c",NA,0,NA,NA,NA
"333",1988,"NOAA",182,2,8,16,64.40883333,-164.6131667,0.0122611355,31.0896,9.9,11.8,"c",326.234058827586,NA,NA,163.117029413793,NA
"334",1988,"NOAA",181,3,8,17,64.41633333,-164.1883333,0.0119319775,16.4592,9.9,12.4,"c",83.8084047677763,NA,NA,NA,NA
"335",1988,"NOAA",203,4,8,17,64.49683333,-164.1993333,0.0117673985,20.1168,12.8,13.2,"c",84.980550289004,NA,NA,169.961100578008,NA
"336",1988,"NOAA",202,5,8,17,64.49433333,-163.7983333,0.011685109,18.288,12.4,12.7,"c",NA,NA,85.579004868504,NA,NA
"337",1988,"NOAA",180,6,8,17,64.34016667,-163.8263333,0.013001741,18.288,10.1,12.6,"c",76.9127765273897,NA,76.9127765273897,153.825553054779,NA
"338",1988,"NOAA",179,7,8,17,64.32633333,-163.4386667,0.012343425,20.1168,12.2,13.3,"c",NA,NA,81.0147912755171,NA,NA
"339",1988,"NOAA",176,8,8,17,64.32416667,-162.32,0.012014267,20.1168,11.4,14.3,"c",NA,0,NA,NA,NA
"340",1988,"NOAA",201,9,8,17,64.50483333,-162.2621667,0.0127548725,14.6304,13.1,14.9,"O",NA,0,NA,NA,NA
"341",1988,"NOAA",174,10,8,17,64.33083333,-161.5305,0.0122611355,12.8016,13.1,14.5,"t2",NA,0,NA,NA,NA
"342",1988,"NOAA",148,11,8,17,64.17416667,-161.5385,0.0135777675,18.288,13.7,14.6,"t2",NA,0,NA,NA,NA
"343",1988,"NOAA",121,12,8,18,64.00516667,-161.5808333,0.0132486095,18.288,10.7,14,"t2",301.918476803169,NA,NA,NA,NA
"344",1988,"NOAA",94,13,8,18,63.84183333,-161.59,0.0127548725,16.4592,11.3,13.4,"t2",NA,0,NA,NA,NA
"345",1988,"NOAA",96,14,8,18,63.83016667,-162.3513333,0.013330899,18.288,12.1,13.5,"t3",NA,0,NA,NA,NA
"346",1988,"NOAA",123,15,8,18,64.0255,-162.3623333,0.01316632,18.288,11,12.8,"c",379.756834103986,NA,75.9513668207973,607.610934566378,NA
"347",1988,"NOAA",150,16,8,18,64.149,-162.3263333,0.012343425,18.288,8.6,13,"c",162.029582551034,NA,NA,243.044373826551,NA
"348",1988,"NOAA",152,17,8,18,64.16466667,-163.0531667,0.012508004,25.6032,7.8,13.6,"c",159.897614359573,NA,79.9488071797866,479.69284307872,NA
"349",1988,"NOAA",125,18,8,18,64.008,-163.1096667,0.013495478,20.1168,9.2,13.5,"c",296.395577837258,NA,NA,74.0988944593145,NA
"350",1988,"NOAA",98,19,8,18,63.84183333,-163.116,0.013660057,18.288,12.6,14.1,"t3",NA,0,NA,NA,NA
"351",1988,"NOAA",99,20,8,18,63.81566667,-163.4895,0.0134131885,18.288,12.1,13.9,"t3",NA,0,NA,NA,NA
"352",1988,"NOAA",126,21,8,18,63.98733333,-163.4748333,0.013001741,21.9456,7.4,13.2,"c",NA,0,NA,NA,NA
"353",1988,"NOAA",153,22,8,18,64.15116667,-163.4483333,0.013001741,21.9456,11.5,14.2,"c",1538.25553054779,NA,153.825553054779,2230.4705192943,NA
"354",1988,"NOAA",154,23,8,18,64.165,-163.7966667,0.01316632,21.9456,8.4,13.8,"c",5088.74157699342,NA,759.513668207973,4633.03337606864,NA
"355",1988,"NOAA",127,24,8,18,64.00533333,-163.8586667,0.0135777675,20.1168,12.5,13.3,"c",73.6498102504701,NA,73.6498102504701,73.6498102504701,NA
"356",1988,"NOAA",100,25,8,19,63.84283333,-163.8695,0.0139069255,18.288,10.7,13.9,"t3",NA,0,NA,NA,NA
"357",1988,"NOAA",101,26,8,19,63.82616667,-164.1986667,0.0129194515,18.288,10.4,14.1,"t3",NA,0,NA,NA,NA
"358",1988,"NOAA",128,27,8,19,63.9835,-164.2316667,0.01316632,18.288,11.3,13.1,"c",NA,NA,NA,75.9513668207973,NA
"359",1988,"NOAA",155,28,8,19,64.152,-164.2253333,0.0132486095,20.1168,9.7,13.3,"c",1207.67390721268,NA,528.357334405546,2037.94971842139,NA
"360",1988,"NOAA",181,29,8,19,64.31483333,-164.2301667,0.012178846,16.4592,10,13.2,"c",NA,0,NA,NA,NA
"361",1988,"NOAA",156,31,8,19,64.17683333,-164.6005,0.013495478,18.288,10.6,13.2,"c",NA,0,NA,NA,NA
"362",1988,"NOAA",129,32,8,19,64.013,-164.6088333,0.0117673985,21.9456,11.1,13.5,"c",NA,0,NA,NA,NA
"363",1988,"NOAA",102,33,8,19,63.84166667,-164.6263333,0.01316632,18.288,10,13.5,"t3",NA,NA,NA,151.902733641595,NA
"364",1988,"NOAA",77,34,8,19,63.6805,-164.6275,0.0132486095,12.8016,11.2,15.2,"O",NA,0,NA,NA,NA
"365",1988,"NOAA",54,35,8,19,63.4955,-165.147,0.01316632,9.144,12.5,14.3,"O",NA,0,NA,NA,NA
"366",1988,"NOAA",78,36,8,19,63.65316667,-164.9986667,0.013989215,18.288,11.7,15.5,"t1",NA,0,NA,NA,NA
"367",1988,"NOAA",103,37,8,19,63.8195,-164.9846667,0.0120965565,18.288,10.2,12.9,"t1",413.340771813863,NA,NA,330.67261745109,NA
"368",1988,"NOAA",130,38,8,19,63.96866667,-164.9578333,0.013001741,21.9456,11.3,12.7,"c",230.738329582169,NA,NA,153.825553054779,NA
"369",1988,"NOAA",157,39,8,20,64.149,-164.9883333,0.012343425,18.288,11.8,13.3,"c",NA,0,NA,NA,NA
"370",1988,"NOAA",184,41,8,20,64.41283333,-165.4048333,0.012672583,25.6032,10.5,13,"c",NA,0,NA,NA,NA
"371",1988,"NOAA",158,43,8,20,64.17866667,-165.381,0.013824636,20.1168,9.7,11.5,"c",NA,0,NA,NA,NA
"372",1988,"NOAA",131,44,8,20,64.01083333,-165.3675,0.013330899,20.1168,9.8,11.8,"c",75.0136956254788,NA,NA,NA,NA
"373",1988,"NOAA",104,45,8,20,63.84183333,-165.367,0.013001741,20.1168,10.6,12.7,"t1",230.738329582169,NA,NA,230.738329582169,NA
"374",1988,"NOAA",79,46,8,20,63.67416667,-165.3663333,0.0129194515,20.1168,12.2,14.4,"t1",154.805333647485,NA,NA,77.4026668237425,NA
"375",1988,"NOAA",55,47,8,20,63.51366667,-165.3578333,0.0129194515,20.1168,11.8,12.8,"O",NA,0,NA,NA,NA
"376",1988,"NOAA",37,48,8,20,63.34416667,-165.357,0.0130840305,18.288,11.9,13.4,"O",NA,0,NA,NA,NA
"377",1988,"NOAA",19,49,8,20,63.16666667,-165.702,0.0078175025,23.7744,10.3,12.9,"O",NA,0,NA,NA,NA
"378",1988,"NOAA",38,50,8,20,63.32133333,-165.7268333,0.0135777675,23.7744,7.8,13.5,"O",NA,0,NA,NA,NA
"379",1988,"NOAA",56,51,8,20,63.48666667,-165.7375,0.013330899,25.6032,8,13.7,"O",NA,0,NA,NA,NA
"380",1988,"NOAA",80,52,8,20,63.65416667,-165.7398333,0.0132486095,23.7744,11.4,13.7,"t1",NA,NA,NA,226.438857602377,NA
"381",1988,"NOAA",105,53,8,20,63.82133333,-165.7531667,0.0135777675,23.7744,9.6,13,"t1",294.59924100188,NA,NA,810.147912755171,NA
"382",1988,"NOAA",132,54,8,21,63.9875,-165.7533333,0.013495478,21.9456,5.6,12.3,"c",592.791155674516,NA,NA,74.0988944593145,NA
"383",1988,"NOAA",159,55,8,21,64.154,-165.7713333,0.013330899,21.9456,9.5,11.9,"c",2025.36978188793,NA,NA,525.095869378352,NA
"384",1988,"NOAA",185,56,8,21,64.31866667,-165.7743333,0.013330899,23.7744,9.4,12.4,"c",525.095869378352,NA,75.0136956254788,NA,NA
"385",1988,"NOAA",204,58,8,21,64.49616667,-165.7756667,0.013495478,20.1168,10.8,13.1,"O",NA,0,NA,NA,NA
"386",1988,"NOAA",186,60,8,21,64.32683333,-166.1991667,0.0130840305,27.432,9.2,11.3,"c",152.858096746259,NA,NA,535.003338611906,NA
"387",1988,"NOAA",160,61,8,21,64.17333333,-166.2025,0.013330899,23.7744,9,11.6,"c",75.0136956254788,NA,NA,600.109565003831,NA
