Haul #,Station,Vessel,Month,Day,Year,Species Code,Subsample weight (kg),Total # in subsample,100% sample catch (kg),# caught,Net fished,,,,
11,69,Pandalus,7,27,2008,98000,0.002,2,,,06/USED,,,,
11,69,Pandalus,7,27,2008,98082,0.025,2,,,06/USED,,,,
11,69,Pandalus,7,27,2008,99999,10.45,.,,,06/USED,,,,
12,68,Pandalus,7,27,2008,10210,0.858,24,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,10220,0.037,1,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,10285,0.15,4,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,20061,0.07,6,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,20322,1.1,1,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,21110,0.084,5,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,21313,0.2,10,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,21375,0.156,17,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,21388,0.04,1,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,21735,3.74,162,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,23055,0.052,3,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,23801,0.53,34,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,23804,0.034,3,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,23809,0.27,8,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,24189,0.03,1,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,41201,0.222,37,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,43000,1.315,8,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,65100,0.187,8,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,66045,0.001,1,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,66548,0.053,33,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,66611,0.066,20,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,68781,0.21,3,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,69035,0.73,12,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,69090,0.003,1,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,69120,0.46,8,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,69316,0.017,1,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,69322,0.55,2,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,71001,0.002,2,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,71772,0.23,2,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,71884,4.3,42,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,74435,0.003,1,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,74641,0.05,3,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,74980,0.05,1,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,75240,0.003,1,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,75286,1.76,30,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,81742,27.6,491,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,82510,1.55,108,,,08/#1New,,,,
12,68,Pandalus,7,27,2008,99999,7.1,.,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,10210,0.746,23,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,10285,0.3,8,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,21313,1.245,101,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,21375,1.515,16,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,21388,0.09,2,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,21735,1.39,46,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,23055,0.065,1,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,23801,0.57,31,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,23809,0.05,2,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,40500,0.038,1,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,41201,0.03,4,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,43000,12.5,107,,,08/#1New,Retow of haul #2 because #2 was not near station center.,,,
13,120,Pandalus,7,27,2008,65100,0.079,1,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,66548,0.055,33,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,66611,0.37,11,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,68781,0.095,2,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,69035,0.065,2,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,69120,0.41,5,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,69322,1.9,3,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,71884,0.22,1,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,74980,0.06,1,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,75286,0.285,6,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,80590,0.44,2,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,81742,28.8,658,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,82510,3.194,101,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,91000,0.003,1,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,98000,0.003,2,,,08/#1New,,,,
13,120,Pandalus,7,27,2008,99999,23.1,.,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,10210,0.495,12,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,10220,0.673,2,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,10285,0.205,2,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,21110,0.015,1,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,21313,0.841,58,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,21375,0.325,7,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,21735,4.64,133,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,23055,0.315,5,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,23801,0.39,16,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,23804,0.015,1,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,23809,0.036,1,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,40500,0.013,1,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,43000,3.066,44,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,66045,0.008,2,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,66548,0.093,33,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,66611,0.049,8,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,68781,0.37,4,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,69035,0.111,2,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,69322,2.65,2,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,71884,0.11,1,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,80590,0.485,4,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,81095,0.112,9,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,81742,25.8,705,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,82510,3.462,91,,,08/#1New,,,,
14,147,Pandalus,7,27,2008,99999,2.9,.,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,10210,0.23,15,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,20061,0.015,1,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,21313,0.25,21,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,21375,0.08,2,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,21388,0.2,5,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,21735,0.08,3,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,23801,0.05,3,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,24189,0.022,2,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,40500,0.008,1,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,41201,0.372,33,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,43000,0.04,3,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,66045,0.014,7,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,66530,0.02,4,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,66548,0.03,21,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,66601,0.008,1,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,66611,0.08,19,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,68781,0.21,1,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,69061,0.01,2,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,69322,0.45,5,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,71882,0.08,1,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,80020,5.5,2,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,80540,0.026,1,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,80590,0.22,2,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,80595,0.08,8,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,81742,49.2,277,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,82510,0.99,15,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,91000,0.68,.,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,95020,0.002,1,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,98000,0.08,4,,,08/#1New,,,,
15,150,Pandalus,7,28,2008,99999,1.8,.,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,10210,0.35,9,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,10285,0.38,5,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,21313,0.03,1,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,21375,0.08,1,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,21388,0.11,2,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,21735,0.63,7,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,23801,0.02,1,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,41201,0.1,13,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,65100,0.3,8,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,66548,0.001,1,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,66611,0.004,1,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,68781,0.25,1,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,69035,1.32,16,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,69061,0.05,4,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,69086,0.31,3,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,69120,0.09,2,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,69316,0.002,1,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,69322,1.16,1,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,71004,0.008,1,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,71882,0.09,1,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,75286,0.02,1,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,80020,6.15,4,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,80200,6.1,12,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,81742,22.65,192,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,82510,1.9,44,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,83020,0.09,1,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,91000,0.01,1,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,98000,0.06,2,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,98082,0.52,62,,,08/#1New,,,,
16,151,Pandalus,7,28,2008,99999,1.22,.,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,10210,0.29,8,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,10285,0.07,2,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,20041,0.01,1,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,21313,0.01,4,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,21375,0.12,4,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,21388,0.03,1,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,21405,0.01,1,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,21725,0.01,2,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,21735,1.3,1,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,23055,0.4,1,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,41201,0.028,23,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,43000,0.19,9,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,65203,0.1,1,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,66045,0.004,3,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,66530,0.007,5,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,66548,0.02,18,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,66611,0.17,35,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,69010,0.19,1,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,69061,0.08,5,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,69120,0.12,2,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,69322,4.35,12,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,71753,0.07,1,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,71882,0.18,1,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,75286,0.14,4,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,80020,4.95,2,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,80200,5.04,9,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,80590,0.34,1,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,80595,0.006,1,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,81742,23.5,292,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,82510,1.2,22,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,95020,0.002,1,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,98000,0.11,3,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,98082,0.003,1,,,08/#1New,,,,
17,124,Pandalus,7,28,2008,99999,1.1,.,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,10210,0.5,11,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,10285,0.08,1,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,21300,0.44,1,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,21375,0.05,1,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,21735,2.27,32,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,23801,0.11,3,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,24185,0.06,1,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,43000,0.03,1,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,56300,0.005,1,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,65100,0.14,4,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,66045,0.005,1,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,66611,0.015,1,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,68781,0.03,1,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,69035,0.55,8,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,69061,0.03,2,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,69090,0.03,1,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,69322,6.25,8,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,71004,0.002,1,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,71882,0.83,5,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,71884,0.18,1,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,75286,0.01,1,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,80020,3,3,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,80200,8.6,15,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,81742,20.1,160,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,82510,1.89,54,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,95060,0.01,1,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,98082,0.03,3,,,08/#1New,,,,
18,152,Pandalus,7,28,2008,99999,0.25,.,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,10210,1.89,56,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,10285,0.49,3,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,20322,2.00,1,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,21313,0.05,4,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,21375,0.2,3,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,21405,0.015,2,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,21423,0.12,2,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,21735,0.13,5,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,23801,0.03,1,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,24185,0.05,1,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,41201,0.03,5,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,43000,0.33,10,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,56300,0.003,1,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,66045,0.002,1,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,66548,0.06,23,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,66601,0.004,1,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,66611,0.19,40,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,68580,0.07,1,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,68781,0.62,5,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,69035,0.29,4,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,69061,0.27,18,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,69322,0.06,3,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,71753,0.09,1,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,71772,0.12,1,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,71800,0.02,1,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,71884,0.72,4,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,74641,0.014,2,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,80020,9.15,6,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,80200,3.25,12,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,80595,0.16,16,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,81742,17.8,409,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,82510,4.68,70,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,83020,0.08,2,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,98000,0.16,1,,,08/#1New,,,,
19,179,Pandalus,7,30,2008,99999,0.47,.,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,10210,4.67,132,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,10285,1.67,24,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,21313,0.54,27,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,21375,0.11,2,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,21405,0.006,1,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,21725,0.06,3,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,21735,2.61,46,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,21932,0.14,1,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,23801,0.07,4,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,24185,0.1,1,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,24189,0.04,1,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,40500,0.04,1,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,41201,0.09,9,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,43000,0.09,2,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,56300,0.001,1,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,66050,0.003,1,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,66530,0.012,4,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,66548,0.018,9,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,66611,0.26,38,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,68781,0.25,2,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,69061,0.32,24,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,69090,0.42,4,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,69322,0.17,2,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,71800,0.05,3,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,71882,0.6,4,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,71884,1.15,8,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,74641,0.07,2,,,08/#1New,RETOW due to 4+ legal RKC,,,
20,153,Pandalus,7,30,2008,80020,14.35,13,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,80200,22.6,47,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,80590,0.17,1,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,80595,0.11,19,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,81742,37.45,521,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,82510,1.65,29,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,83020,0.26,6,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,91000,0.02,1,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,95020,0.005,1,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,98000,0.14,2,,,08/#1New,,,,
20,153,Pandalus,7,30,2008,99999,2.4,.,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,10210,1.67,26,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,10285,1.22,8,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,21313,0.44,3,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,21375,0.96,1,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,21735,1.23,19,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,23801,0.01,1,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,24185,0.09,1,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,41201,0.04,5,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,43000,2.57,13,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,66045,0.002,1,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,66050,0.005,1,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,66611,0.46,12,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,69035,0.12,1,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,69061,0.02,1,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,69086,0.26,2,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,69322,2.6,5,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,71800,0.05,1,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,71884,0.28,1,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,75286,0.03,1,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,80200,5.65,11,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,80595,0.016,3,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,81742,25.7,186,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,82510,0.94,10,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,83020,0.06,2,,,08/#1New,,,,
21,125,Pandalus,7,30,2008,99999,2.16,.,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,10210,4.08,91,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,10220,0.24,1,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,10285,1.5,13,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,20041,0.007,1,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,21313,0.008,2,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,21725,0.12,11,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,21735,2.96,44,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,23801,0.13,8,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,24185,0.01,1,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,24189,0.02,1,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,40500,0.02,1,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,41201,0.18,14,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,43000,0.31,12,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,65100,0.53,25,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,66530,0.02,2,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,66548,0.015,3,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,66611,0.07,13,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,68580,0.085,2,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,68781,0.38,3,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,69035,0.77,9,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,69061,0.08,8,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,69086,0.56,8,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,69322,0.28,2,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,71884,4.9,27,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,80020,9.1,7,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,80200,6.1,13,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,81742,29.85,197,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,82510,0.89,17,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,83020,0.06,2,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,95020,0.03,1,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,98000,0.62,3,,,08/#1New,,,,
22,127,Pandalus,7,30,2008,99999,2.52,.,,,08/#1New,,,,
23,154,Pandalus,7,30,2008,10210,0.49,10,,,08/#1New,,,,
23,154,Pandalus,7,30,2008,10285,0.45,5,,,08/#1New,,,,
23,154,Pandalus,7,30,2008,21313,0.015,1,,,08/#1New,,,,
23,154,Pandalus,7,30,2008,21355,0.03,1,,,08/#1New,,,,
23,154,Pandalus,7,30,2008,21735,0.28,6,,,08/#1New,,,,
23,154,Pandalus,7,30,2008,21932,0.06,1,,,08/#1New,,,,
23,154,Pandalus,7,30,2008,23801,0.03,1,,,08/#1New,,,,
23,154,Pandalus,7,30,2008,41201,0.14,29,,,08/#1New,,,,
23,154,Pandalus,7,30,2008,43000,0.03,1,,,08/#1New,,,,
23,154,Pandalus,7,30,2008,56300,0.002,1,,,08/#1New,,,,
23,154,Pandalus,7,30,2008,65100,0.44,13,,,08/#1New,,,,
23,154,Pandalus,7,30,2008,66611,0.007,1,,,08/#1New,,,,
23,154,Pandalus,7,30,2008,69035,0.11,1,,,08/#1New,,,,
23,154,Pandalus,7,30,2008,69061,0.02,4,,,08/#1New,,,,
23,154,Pandalus,7,30,2008,69322,0.895,3,,,08/#1New,,,,
23,154,Pandalus,7,30,2008,71001,0.006,1,,,08/#1New,,,,
23,154,Pandalus,7,30,2008,71004,0.24,12,,,08/#1New,,,,
23,154,Pandalus,7,30,2008,71511,0.001,1,,,08/#1New,,,,
23,154,Pandalus,7,30,2008,71753,0.61,4,,,08/#1New,,,,
