Vessel,Haul,NMFS_Station,Date,Year,Sex,Size_mm,Shell,Egg color,Egg condition,Clutch,Sampling Factor
162,11,CC-04,,2019,2,81.4,2,2,1,5,1
162,11,CC-04,,2019,2,78.6,2,2,1,5,1
162,11,CC-04,,2019,2,91.7,2,2,1,5,1
162,11,CC-04,,2019,2,83.3,2,2,1,5,1
162,11,CC-04,,2019,2,29.7,2,0,0,0,1
162,12,CC-03,,2019,2,75.3,2,2,1,4,1
162,12,CC-03,,2019,2,69.3,3,0,0,1,1
162,12,CC-03,,2019,2,38.1,1,0,0,0,1
162,12,CC-03,,2019,2,39.6,2,0,0,0,1
162,12,CC-03,,2019,2,42,2,0,0,0,1
162,12,CC-03,,2019,2,44.1,2,0,0,0,1
162,12,CC-03,,2019,2,52.3,2,0,0,0,1
162,12,CC-03,,2019,2,53.4,2,0,0,0,1
162,12,CC-03,,2019,2,40.9,2,0,0,0,1
162,12,CC-03,,2019,2,42.1,2,0,0,0,1
94,81,R-19,,2019,2,90.1,2,0,0,0,1
94,49,AA-04,,2019,2,70.7,2,0,0,0,1
94,49,AA-04,,2019,2,65.2,2,0,0,0,1
94,49,AA-04,,2019,2,74.7,2,0,0,0,1
94,14,CC-06,,2019,2,73.4,2,2,1,3,1
94,16,BB-07,,2019,2,71.5,2,0,0,0,1
94,16,BB-07,,2019,2,60.5,2,0,0,0,1
94,23,BB-09,,2019,2,40.8,2,0,0,0,1
94,23,BB-09,,2019,2,41.2,2,0,0,0,1
94,23,BB-09,,2019,2,108.3,2,2,1,5,1
94,23,BB-09,,2019,2,81,2,2,1,4,1
94,48,AA-03,,2019,2,78.7,2,0,0,0,1
94,48,AA-03,,2019,2,67.5,2,0,0,0,1
94,48,AA-03,,2019,2,77.4,2,0,0,0,1
94,48,AA-03,,2019,2,61.3,2,0,0,0,1
94,48,AA-03,,2019,2,68.3,2,0,0,0,1
94,48,AA-03,,2019,2,66.8,2,0,0,0,1
94,10,CC-05,,2019,2,61.8,2,0,0,0,1
94,10,CC-05,,2019,2,46.2,2,0,0,0,1
94,10,CC-05,,2019,2,69.4,2,0,0,1,1
94,11,BB-05,,2019,2,65.9,2,0,0,0,1
94,11,BB-05,,2019,2,65.8,2,0,0,0,1
94,11,BB-05,,2019,2,59.7,2,0,0,0,1
162,55,BB-07,,2021,1,33.4,2,,,,1
162,55,BB-07,,2021,2,39.1,2,0,0,0,1
162,46,CC-03,,2021,2,48.3,2,0,0,0,1
162,46,CC-03,,2021,1,52.3,2,,,,1
94,35,CC-04,,2021,2,55.4,2,0,0,0,1
162,55,BB-07,,2021,1,55.7,2,,,,1
94,35,CC-04,,2021,2,64.9,2,0,0,0,1
94,35,CC-04,,2021,2,66.1,2,0,0,0,1
94,35,CC-04,,2021,2,67.7,2,0,0,0,1
162,58,BB-08,,2021,1,68,1,,,,1
162,58,BB-08,,2021,2,68.6,2,0,0,1,1
162,43,EE-02,,2021,2,68.8,2,0,0,0,1
162,58,BB-08,,2021,2,69.6,2,2,1,5,1
94,35,CC-04,,2021,2,69.6,2,0,0,0,1
162,55,BB-07,,2021,1,69.9,3,,,,1
162,58,BB-08,,2021,2,70.4,2,2,1,5,1
162,55,BB-07,,2021,1,71,2,,,,1
94,35,CC-04,,2021,1,71.1,2,,,,1
162,55,BB-07,,2021,1,71.4,1,,,,1
162,58,BB-08,,2021,2,72.2,2,2,1,5,1
94,35,CC-04,,2021,2,72.5,2,0,0,0,1
94,35,CC-04,,2021,2,72.9,2,0,0,0,1
162,55,BB-07,,2021,2,73,2,2,1,2,1
162,54,BB-06,,2021,2,73.6,2,2,1,5,1
94,35,CC-04,,2021,2,73.9,2,0,0,0,1
94,35,CC-04,,2021,1,74,2,,,,1
94,35,CC-04,,2021,2,74.2,2,0,0,0,1
162,56,CC-07,,2021,2,74.2,2,2,1,5,1
162,54,BB-06,,2021,2,74.3,2,2,1,5,1
162,58,BB-08,,2021,2,74.5,2,2,1,2,1
94,35,CC-04,,2021,2,74.6,2,0,0,0,1
162,58,BB-08,,2021,1,74.6,2,,,,1
162,55,BB-07,,2021,1,74.8,3,,,,1
162,58,BB-08,,2021,2,74.9,2,2,1,5,1
94,35,CC-04,,2021,2,75.4,2,0,0,0,1
94,35,CC-04,,2021,2,75.4,2,0,0,0,1
162,55,BB-07,,2021,2,75.7,2,2,1,6,1
162,58,BB-08,,2021,2,75.8,2,0,0,1,1
94,35,CC-04,,2021,2,75.8,2,0,0,0,1
94,35,CC-04,,2021,1,75.9,2,,,,1
94,35,CC-04,,2021,2,76.4,2,0,0,0,1
162,56,CC-07,,2021,2,76.4,2,2,1,5,1
94,35,CC-04,,2021,1,76.7,2,,,,1
94,35,CC-04,,2021,1,76.9,2,,,,1
162,58,BB-08,,2021,2,77.1,2,2,1,4,1
162,58,BB-08,,2021,2,77.2,2,2,1,5,1
162,54,BB-06,,2021,2,77.2,2,2,1,5,1
162,58,BB-08,,2021,2,77.4,2,2,1,5,1
162,58,BB-08,,2021,2,77.5,2,2,1,5,1
94,35,CC-04,,2021,1,77.6,2,,,,1
94,35,CC-04,,2021,2,77.8,2,0,0,0,1
162,58,BB-08,,2021,1,77.8,1,,,,1
94,35,CC-04,,2021,2,78.1,2,0,0,0,1
162,55,BB-07,,2021,2,78.1,2,2,1,5,1
94,35,CC-04,,2021,1,78.1,2,,,,1
162,55,BB-07,,2021,1,78.1,3,,,,1
162,50,AA-05,,2021,2,78.4,2,2,1,5,1
162,50,AA-05,,2021,2,78.4,2,2,1,5,1
162,55,BB-07,,2021,1,79,3,,,,1
94,35,CC-04,,2021,2,79.2,2,0,0,0,1
162,55,BB-07,,2021,2,79.2,2,2,1,5,1
162,54,BB-06,,2021,2,79.2,2,2,1,5,1
162,59,CC-09,,2021,2,79.8,2,2,1,5,1
162,55,BB-07,,2021,2,79.8,2,2,1,5,1
162,52,CC-05,,2021,2,80.1,2,2,1,5,1
162,58,BB-08,,2021,2,80.2,2,2,1,5,1
94,35,CC-04,,2021,1,80.2,2,,,,1
162,58,BB-08,,2021,2,81,2,2,1,5,1
162,50,AA-05,,2021,2,81,2,2,1,5,1
162,59,CC-09,,2021,2,81,2,2,1,5,1
162,54,BB-06,,2021,2,81.1,2,2,1,5,1
94,35,CC-04,,2021,1,81.2,2,,,,1
94,35,CC-04,,2021,1,81.3,2,,,,1
94,35,CC-04,,2021,2,81.4,2,2,1,5,1
94,35,CC-04,,2021,1,81.5,2,,,,1
162,58,BB-08,,2021,1,81.6,2,,,,1
162,56,CC-07,,2021,2,81.8,2,2,1,5,1
162,52,CC-05,,2021,2,81.8,2,2,1,5,1
94,35,CC-04,,2021,2,81.9,2,0,0,0,1
162,58,BB-08,,2021,2,82,2,2,1,5,1
162,54,BB-06,,2021,2,82.2,2,2,1,5,1
162,50,AA-05,,2021,2,82.2,2,2,1,5,1
162,70,Y-03,,2021,2,82.3,2,2,1,5,1
94,35,CC-04,,2021,2,82.4,2,0,0,0,1
162,55,BB-07,,2021,2,82.7,2,2,1,3,1
162,55,BB-07,,2021,1,82.8,3,,,,1
162,55,BB-07,,2021,2,82.8,2,2,1,5,1
162,55,BB-07,,2021,2,82.8,2,2,1,6,1
162,54,BB-06,,2021,2,83,2,2,1,5,1
162,59,CC-09,,2021,2,83,2,2,1,5,1
162,55,BB-07,,2021,2,83,2,2,1,5,1
162,50,AA-05,,2021,2,83.2,2,2,1,5,1
162,54,BB-06,,2021,2,83.3,2,2,1,5,1
162,54,BB-06,,2021,2,83.4,2,2,1,5,1
94,35,CC-04,,2021,2,83.6,2,2,1,5,1
162,58,BB-08,,2021,2,83.7,2,2,1,5,1
162,55,BB-07,,2021,2,83.8,2,2,1,5,1
162,43,EE-02,,2021,2,83.9,2,2,1,5,1
162,52,CC-05,,2021,2,84.1,2,2,1,5,1
94,35,CC-04,,2021,1,84.3,2,,,,1
162,50,AA-05,,2021,2,84.6,2,2,1,5,1
162,55,BB-07,,2021,2,84.6,2,2,1,5,1
162,54,BB-06,,2021,2,84.7,2,2,1,5,1
94,35,CC-04,,2021,1,84.7,2,,,,1
94,36,BB-04,,2021,1,84.8,2,,,,1
162,58,BB-08,,2021,2,84.8,2,2,1,4,1
162,50,AA-05,,2021,2,84.9,2,2,1,5,1
162,55,BB-07,,2021,1,85,3,,,,1
162,53,CC-06,,2021,2,85.1,2,2,1,5,1
162,59,CC-09,,2021,2,85.5,2,2,1,5,1
162,55,BB-07,,2021,1,85.5,3,,,,1
162,59,CC-09,,2021,2,86,2,2,1,5,1
162,59,CC-09,,2021,2,86.1,2,2,1,2,1
94,35,CC-04,,2021,1,86.2,2,,,,1
162,51,BB-05,,2021,2,86.4,1,2,1,5,1
162,63,AA-08,,2021,2,86.5,2,2,1,5,1
94,35,CC-04,,2021,2,86.5,2,2,1,5,1
162,55,BB-07,,2021,2,86.5,2,2,1,5,1
162,68,ZZ-04,,2021,2,86.9,2,2,1,5,1
162,52,CC-05,,2021,2,86.9,2,2,1,5,1
162,55,BB-07,,2021,2,86.9,2,2,1,5,1
94,35,CC-04,,2021,1,87,2,,,,1
162,50,AA-05,,2021,2,87.1,2,2,1,5,1
162,68,ZZ-04,,2021,2,87.2,2,2,1,5,1
162,59,CC-09,,2021,2,87.2,2,2,1,5,1
162,59,CC-09,,2021,2,87.2,2,2,1,6,1
162,50,AA-05,,2021,2,87.3,2,2,1,5,1
94,35,CC-04,,2021,2,87.3,2,0,0,0,1
162,52,CC-05,,2021,2,88.1,2,2,1,5,1
162,50,AA-05,,2021,2,88.3,2,2,1,5,1
162,58,BB-08,,2021,1,88.3,1,,,,1
162,54,BB-06,,2021,2,88.4,2,2,1,5,1
162,68,ZZ-04,,2021,2,88.6,2,2,1,5,1
162,63,AA-08,,2021,2,88.6,2,2,1,5,1
162,55,BB-07,,2021,2,88.7,2,2,1,5,1
162,54,BB-06,,2021,2,88.8,2,2,1,5,1
162,70,Y-03,,2021,2,88.9,2,2,1,5,1
162,50,AA-05,,2021,2,89.1,2,2,1,5,1
94,35,CC-04,,2021,1,89.1,2,,,,1
94,35,CC-04,,2021,1,89.1,2,,,,1
162,55,BB-07,,2021,2,89.2,2,2,1,5,1
162,58,BB-08,,2021,2,89.3,2,2,1,5,1
162,49,AA-04,,2021,1,89.3,3,,,,1
162,54,BB-06,,2021,2,89.4,2,2,1,5,1
162,55,BB-07,,2021,1,89.4,3,,,,1
162,68,ZZ-04,,2021,2,89.6,2,2,1,5,1
162,46,CC-03,,2021,1,89.7,2,,,,1
162,55,BB-07,,2021,1,89.8,2,,,,1
94,35,CC-04,,2021,2,89.9,2,2,1,5,1
162,52,CC-05,,2021,2,90,2,2,1,5,1
162,55,BB-07,,2021,1,90.1,3,,,,1
162,55,BB-07,,2021,2,90.5,2,2,1,5,1
162,57,CC-08,,2021,2,90.5,2,2,1,6,1
94,35,CC-04,,2021,2,90.6,2,2,1,5,1
162,58,BB-08,,2021,1,90.6,1,,,,1
162,54,BB-06,,2021,2,90.7,2,2,1,5,1
162,58,BB-08,,2021,1,90.9,1,,,,1
162,53,CC-06,,2021,2,90.9,2,2,1,5,1
162,58,BB-08,,2021,1,91.6,1,,,,1
162,58,BB-08,,2021,1,91.7,3,,,,1
162,58,BB-08,,2021,1,91.7,1,,,,1
162,49,AA-04,,2021,1,91.9,3,,,,1
162,58,BB-08,,2021,1,92,1,,,,1
162,55,BB-07,,2021,1,92.3,3,,,,1
162,55,BB-07,,2021,2,92.4,2,2,1,5,1
162,48,AA-03,,2021,1,92.4,2,,,,1
162,51,BB-05,,2021,2,92.4,1,2,1,5,1
162,59,CC-09,,2021,2,92.5,2,2,1,6,1
162,54,BB-06,,2021,2,92.7,2,2,1,5,1
162,56,CC-07,,2021,2,92.8,2,2,1,5,1
162,55,BB-07,,2021,2,92.8,2,2,1,5,1
94,35,CC-04,,2021,2,92.9,2,0,0,1,1
162,58,BB-08,,2021,1,93,1,,,,1
162,47,BB-03,,2021,1,93.3,3,,,,1
162,50,AA-05,,2021,2,94.6,2,2,1,5,1
162,62,BB-09,,2021,2,94.8,2,2,1,5,1
162,52,CC-05,,2021,2,94.8,2,2,1,5,1
94,35,CC-04,,2021,2,94.9,2,2,1,5,1
162,49,AA-04,,2021,1,95,3,,,,1
94,35,CC-04,,2021,1,95.2,2,,,,1
94,35,CC-04,,2021,1,95.2,2,,,,1
94,35,CC-04,,2021,1,95.7,2,,,,1
162,52,CC-05,,2021,2,95.8,2,2,1,5,1
162,73,X-02,,2021,2,95.8,2,2,1,5,1
162,48,AA-03,,2021,1,96.1,3,,,,1
94,35,CC-04,,2021,2,96.1,2,2,1,5,1
94,35,CC-04,,2021,2,96.4,2,2,1,5,1
94,35,CC-04,,2021,1,96.6,2,,,,1
162,58,BB-08,,2021,1,96.6,1,,,,1
162,58,BB-08,,2021,2,98.5,2,2,1,5,1
162,55,BB-07,,2021,2,99.5,2,2,1,5,1
94,35,CC-04,,2021,1,99.6,2,,,,1
94,35,CC-04,,2021,1,99.6,3,,,,1
162,55,BB-07,,2021,1,100.5,3,,,,1
94,35,CC-04,,2021,1,100.8,2,,,,1
162,58,BB-08,,2021,1,100.8,1,,,,1
94,35,CC-04,,2021,1,101,2,,,,1
94,35,CC-04,,2021,2,101,2,2,1,5,1
94,35,CC-04,,2021,1,101.1,2,,,,1
94,36,BB-04,,2021,1,101.2,3,,,,1
94,36,BB-04,,2021,1,101.7,2,,,,1
162,58,BB-08,,2021,2,101.9,2,2,1,5,1
162,58,BB-08,,2021,1,103,1,,,,1
94,36,BB-04,,2021,1,103.9,2,,,,1
162,59,CC-09,,2021,2,104.1,2,2,1,5,1
162,61,BB-10,,2021,1,104.7,3,,,,1
94,35,CC-04,,2021,1,104.8,2,,,,1
162,55,BB-07,,2021,1,105.1,3,,,,1
94,36,BB-04,,2021,1,105.3,3,,,,1
94,32,ZZ-02,,2021,1,105.6,2,,,,1
94,36,BB-04,,2021,1,105.9,2,,,,1
162,46,CC-03,,2021,1,106.4,2,,,,1
94,36,BB-04,,2021,1,106.7,2,,,,1
94,35,CC-04,,2021,1,107,2,,,,1
94,36,BB-04,,2021,1,107.4,2,,,,1
94,35,CC-04,,2021,1,110.2,2,,,,1
162,59,CC-09,,2021,1,110.5,3,,,,1
162,55,BB-07,,2021,1,113.3,3,,,,1
94,36,BB-04,,2021,1,118.2,2,,,,1
162,95,R-19,,2021,2,119.7,2,2,1,5,1
94,35,CC-04,,2021,1,120.9,2,,,,1
162,68,ZZ-04,,2021,1,122.9,5,,,,1
94,35,CC-04,,2021,2,498,2,2,1,5,1
