HAULJOIN,VESSEL,CRUISE,HAUL,HAUL_TYPE,PERFORMANCE,START_DATE,Month,Day,START_HOUR,DURATION,DISTANCE_FISHED,NET_WIDTH,NET_MEASURED,NET_HEIGHT,MID_LATITUDE,MID_LONGITUDE,GIS_STATION,GEAR_DEPTH,BOTTOM_DEPTH,SURFACE_TEMPERATURE,GEAR_TEMPERATURE,WIRE_LENGTH,GEAR,ACCESSORIES,SUBSAMPLE,AREA_SWEPT,SPECIES_CODE,SEX,LENGTH,LENGTH_1MM,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,MERUS_LENGTH,CHELA_HEIGHT,DISEASE_CODE,DISEASE_DORSAL,DISEASE_VENTRAL,DISEASE_LEGS,CALCULATED_WEIGHT,CALCULATED_WEIGHT_1MM,WEIGHT,SAMPLING_FACTOR
-7149,94,201002,77,3,0,8092010,8,9,0,0.496,2.785,15.8,Y,2.348,64.32405,-165.31513,CC-05,22,24,11.5,7.1,137,44,15,1,0.012829222,69322,1,107,107,2,,,,,34,,,,,955.6025633,955.6025633,964,1
-7149,94,201002,77,3,0,8092010,8,9,0,0.496,2.785,15.8,Y,2.348,64.32405,-165.31513,CC-05,22,24,11.5,7.1,137,44,15,1,0.012829222,69322,1,113,113,2,,,,,37,,,,,1134.253597,1134.253597,1126,1
-7149,94,201002,77,3,0,8092010,8,9,0,0.496,2.785,15.8,Y,2.348,64.32405,-165.31513,CC-05,22,24,11.5,7.1,137,44,15,1,0.012829222,69322,1,120,120,2,,,,,38,,,,,1369.959684,1369.959684,1302,1
-7149,94,201002,77,3,0,8092010,8,9,0,0.496,2.785,15.8,Y,2.348,64.32405,-165.31513,CC-05,22,24,11.5,7.1,137,44,15,1,0.012829222,69322,1,98,98,2,,,,,31,,,,,725.1222299,725.1222299,824,1
-7149,94,201002,77,3,0,8092010,8,9,0,0.496,2.785,15.8,Y,2.348,64.32405,-165.31513,CC-05,22,24,11.5,7.1,137,44,15,1,0.012829222,69322,1,97,97,2,,,,,30,,,,,702.1318037,702.1318037,702,1
-7149,94,201002,77,3,0,8092010,8,9,0,0.496,2.785,15.8,Y,2.348,64.32405,-165.31513,CC-05,22,24,11.5,7.1,137,44,15,1,0.012829222,69322,1,101,101,2,,,,,32,,,,,797.1644531,797.1644531,808,1
-7149,94,201002,77,3,0,8092010,8,9,0,0.496,2.785,15.8,Y,2.348,64.32405,-165.31513,CC-05,22,24,11.5,7.1,137,44,15,1,0.012829222,69322,1,106,106,2,,,,,32,,,,,927.8274586,927.8274586,840,1
-7149,94,201002,77,3,0,8092010,8,9,0,0.496,2.785,15.8,Y,2.348,64.32405,-165.31513,CC-05,22,24,11.5,7.1,137,44,15,1,0.012829222,69322,1,112,112,3,,,,,36,,,,,1103.019764,1103.019764,1178,1
-7149,94,201002,77,3,0,8092010,8,9,0,0.496,2.785,15.8,Y,2.348,64.32405,-165.31513,CC-05,22,24,11.5,7.1,137,44,15,1,0.012829222,69322,1,141,141,4,,,,,44,,,,,2273.631713,2273.631713,2162,1
-7149,94,201002,77,3,0,8092010,8,9,0,0.496,2.785,15.8,Y,2.348,64.32405,-165.31513,CC-05,22,24,11.5,7.1,137,44,15,1,0.012829222,69322,1,29,29,2,,,,,8,,,,,15.8192394,15.8192394,16,1
-7149,94,201002,77,3,0,8092010,8,9,0,0.496,2.785,15.8,Y,2.348,64.32405,-165.31513,CC-05,22,24,11.5,7.1,137,44,15,1,0.012829222,69322,1,101,101,2,,,,,,,,,,797.1644531,797.1644531,,1
-7149,94,201002,77,3,0,8092010,8,9,0,0.496,2.785,15.8,Y,2.348,64.32405,-165.31513,CC-05,22,24,11.5,7.1,137,44,15,1,0.012829222,69322,1,95,95,3,,,,,,,,,,657.6509473,657.6509473,,1
-7149,94,201002,77,3,0,8092010,8,9,0,0.496,2.785,15.8,Y,2.348,64.32405,-165.31513,CC-05,22,24,11.5,7.1,137,44,15,1,0.012829222,69322,1,86,86,3,,,,,,,,,,481.0728017,481.0728017,,1
-7149,94,201002,77,3,0,8092010,8,9,0,0.496,2.785,15.8,Y,2.348,64.32405,-165.31513,CC-05,22,24,11.5,7.1,137,44,15,1,0.012829222,69322,1,116,116,3,,,,,,,,,,1231.564379,1231.564379,,1
-7149,94,201002,77,3,0,8092010,8,9,0,0.496,2.785,15.8,Y,2.348,64.32405,-165.31513,CC-05,22,24,11.5,7.1,137,44,15,1,0.012829222,69322,1,99,99,2,,,,,,,,,,748.6205327,748.6205327,,1
-7149,94,201002,77,3,0,8092010,8,9,0,0.496,2.785,15.8,Y,2.348,64.32405,-165.31513,CC-05,22,24,11.5,7.1,137,44,15,1,0.012829222,69322,1,108,108,3,,,,,,,,,,983.9391151,983.9391151,,1
-7149,94,201002,77,3,0,8092010,8,9,0,0.496,2.785,15.8,Y,2.348,64.32405,-165.31513,CC-05,22,24,11.5,7.1,137,44,15,1,0.012829222,69322,1,132,132,4,,,,,,,,,,1848.144975,1848.144975,,1
-7149,94,201002,77,3,0,8092010,8,9,0,0.496,2.785,15.8,Y,2.348,64.32405,-165.31513,CC-05,22,24,11.5,7.1,137,44,15,1,0.012829222,69322,1,102,102,4,,,,,,,,,,822.2219341,822.2219341,,1
-7149,94,201002,77,3,0,8092010,8,9,0,0.496,2.785,15.8,Y,2.348,64.32405,-165.31513,CC-05,22,24,11.5,7.1,137,44,15,1,0.012829222,69322,1,101,101,2,,,,,,,,,,797.1644531,797.1644531,,1
-7150,94,201002,78,3,0,8092010,8,9,0,0.508,2.752,15.729,Y,2.54,64.33174,-166.04047,CC-04,20,23,12.4,6.6,137,44,15,1,0.012620239,69322,1,111,111,2,,,,,,,,,,1072.377419,1072.377419,,1
-7150,94,201002,78,3,0,8092010,8,9,0,0.508,2.752,15.729,Y,2.54,64.33174,-166.04047,CC-04,20,23,12.4,6.6,137,44,15,1,0.012620239,69322,1,72,72,2,,,,,,,,,,275.3003519,275.3003519,,1
-7150,94,201002,78,3,0,8092010,8,9,0,0.508,2.752,15.729,Y,2.54,64.33174,-166.04047,CC-04,20,23,12.4,6.6,137,44,15,1,0.012620239,69322,1,97,97,2,,,,,28,,,,,702.1318037,702.1318037,742,1
-7150,94,201002,78,3,0,8092010,8,9,0,0.508,2.752,15.729,Y,2.54,64.33174,-166.04047,CC-04,20,23,12.4,6.6,137,44,15,1,0.012620239,69322,2,90,90,2,5,1,6,,,,,,,582.9298165,582.9298165,,1
-7150,94,201002,78,3,0,8092010,8,9,0,0.508,2.752,15.729,Y,2.54,64.33174,-166.04047,CC-04,20,23,12.4,6.6,137,44,15,1,0.012620239,69322,2,58,58,2,0,0,0,,,,,,,133.8398176,133.8398176,,1
-7151,94,201002,79,3,0,8102010,8,10,0,0.505,2.746,15.249,Y,2.614,62.66778,-166.73645,X-03,23,26,9.8,6.8,137,44,15,1,0.012208433,69322,,,,,,,,,,,,,,,0,,
-7152,94,201002,81,3,0,8102010,8,10,0,0.538,3.136,15.53,Y,2.421,62.33461,-166.71941,W-03,19,21,9.3,8.7,137,44,15,1,0.014199255,69322,2,83,83,2,2,1,6,,,,,,,469.748348,469.748348,,1
-7152,94,201002,81,3,0,8102010,8,10,0,0.538,3.136,15.53,Y,2.421,62.33461,-166.71941,W-03,19,21,9.3,8.7,137,44,15,1,0.014199255,69322,2,91,91,2,2,1,6,,,,,,,600.3582131,600.3582131,,1
-7153,94,201002,82,3,0,8102010,8,10,0,0.509,2.81,16.071,Y,2.315,62.01345,-166.69971,V-03,19,21,10,8.7,137,44,15,1,0.013166406,69322,,,,,,,,,,,,,,,0,,
-17360,94,201702,21,3,0,8172017,8,17,1424,0.537,2.897,15.567,Y,2,61.99927,-166.69886,V-03,19,21,13.4,11.8,137,44,15,1,0.013148356,69322,,,,,,,,,,,,,,,0,,
-17361,94,201702,22,3,0,8172017,8,17,1713,0.541,2.931,15.196,Y,2.586,62.3255,-166.72352,W-03,19,22,11.8,11.2,137,44,15,1,0.012985633,69322,,,,,,,,,,,,,,,0,,
-17370,94,201702,23,3,0,8182017,8,18,826,0.535,2.739,15.892,Y,2.524,62.64254,-166.74871,X-03,23,26,11,8.6,137,44,15,1,0.012690789,69322,,,,,,,,,,,,,,,0,,
-17371,94,201702,24,3,0,8182017,8,18,1133,0.515,2.739,15.819,Y,2.377,62.99165,-166.75021,Y-03,26,28,9.1,5.8,137,44,15,1,0.012632494,69322,,,,,,,,,,,,,,,0,,
-17372,94,201702,25,3,0,8182017,8,18,1425,0.527,2.851,15.35,Y,2.438,63.00171,-166.03441,Y-04,19,21,10.2,10.1,137,44,15,1,0.012759206,69322,,,,,,,,,,,,,,,0,,
-17373,94,201702,26,3,0,8182017,8,18,1726,0.532,2.867,15.564,Y,2.465,63.3369,-166.02704,ZZ-04,21,23,10.7,6.9,137,44,15,1,0.01300969,69322,,,,,,,,,,,,,,,0,,
-17374,94,201702,27,3,6.21,8192017,8,19,829,0.528,2.708,14.852,Y,2.491,63.32452,-165.34078,ZZ-05,14,16,11.5,11.5,91,44,15,1,0.011726047,69322,,,,,,,,,,,,,,,0,,
-17375,94,201702,28,3,6.21,8192017,8,19,1125,0.519,2.711,15.615,Y,2.448,63.64831,-165.33659,AA-05,16,18,10.9,10.8,110,44,15,1,0.012342114,69322,,,,,,,,,,,,,,,0,,
-17376,94,201702,29,3,6.21,8192017,8,19,1424,0.515,2.836,13.451,Y,3.026,63.68127,-164.61319,AA-06,9,12,11.9,11.4,73,44,15,1,0.011121896,69322,,,,,,,,,,,,,,,0,,
-17377,94,201702,30,3,6.21,8192017,8,19,1721,0.526,2.984,13.74,Y,2.635,63.67011,-163.82735,AA-07,11,14,12.9,12.7,91,44,15,1,0.011953734,69322,1,54.3,54,2,,,,,14.1,,,,,113.4725289,111.5147886,132,1
-17387,94,201702,31,3,6.21,8202017,8,20,834,0.521,2.836,14.929,Y,2.404,63.66655,-163.06016,AA-08,13,15,13,13.4,91,44,15,1,0.012343973,69322,,,,,,,,,,,,,,,0,,
-17388,94,201702,32,3,6.21,8202017,8,20,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,1,31.4,31,2,,,,,9,,,,,20.30771432,19.50609079,,1
-17388,94,201702,32,3,6.21,8202017,8,20,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,1,25.7,25,2,,,,,6.9,,,,,10.82370393,9.924337507,10,1
-17388,94,201702,32,3,6.21,8202017,8,20,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,1,26.8,26,2,,,,,8.5,,,,,12.34677208,11.22558372,14,1
-17388,94,201702,32,3,6.21,8202017,8,20,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,1,31.6,31,2,,,,,8.3,,,,,20.71681883,19.50609079,20,1
-17388,94,201702,32,3,6.21,8202017,8,20,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,1,28.8,28,2,,,,,8.2,,,,,15.47904944,14.16810522,18,1
-17388,94,201702,32,3,6.21,8202017,8,20,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,2,24.4,24,2,0,0,0,,,,,,,8.919787225,8.470327412,,1
-17388,94,201702,32,3,6.21,8202017,8,20,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,2,21.8,21,2,0,0,0,,,,,,,6.270370212,5.578326621,,1
-17388,94,201702,32,3,6.21,8202017,8,20,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,2,23.9,23,2,0,0,0,,,,,,,8.360421006,7.414552048,,1
-17388,94,201702,32,3,6.21,8202017,8,20,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,2,29.1,29,2,0,0,0,,,,,,,15.47579689,15.31005515,,1
-17388,94,201702,32,3,6.21,8202017,8,20,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,2,26.2,26,2,0,0,0,,,,,,,11.14407938,10.88014133,12,1
-17388,94,201702,32,3,6.21,8202017,8,20,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,2,32.9,32,2,0,0,0,,,,,,,22.71863192,20.83066184,18,1
-17388,94,201702,32,3,6.21,8202017,8,20,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,2,31.6,31,2,0,0,0,,,,,,,20.02697572,18.86139983,22,1
-17388,94,201702,32,3,6.21,8202017,8,20,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,2,28.7,28,2,0,0,0,,,,,,,14.82008141,13.71850577,12,1
-17388,94,201702,32,3,6.21,8202017,8,20,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,2,25.9,25,2,0,0,0,,,,,,,10.74978158,9.623986405,14,1
-17388,94,201702,32,3,6.21,8202017,8,20,1119,0.515,2.726,14.12,Y,2.516,63.99646,-163.06261,BB-08,17,20,13.2,11.8,91,44,15,1,0.011222215,69322,2,27.5,27,2,0,0,0,,,,,,,12.96670107,12.24342816,14,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,27.6,27,2,0,0,0,,,,,,,13.11476074,12.24342816,12,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,27.9,27,2,0,0,0,,,,,,,13.56583418,12.24342816,12,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,1,121.5,121,4,,,,,,,,,,1424.47681,1406.143179,,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,1,19.2,19,1,,,,,,,,,,4.330946591,4.190802656,,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,1,22.8,22,2,,,,,,,,,,7.430738034,6.642063997,,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,1,27.7,27,2,,,,,,,,,,13.69669513,12.63853411,,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,1,27.8,27,2,,,,,,,,,,13.85262447,12.63853411,,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,1,74.9,74,2,,,,,21.5,,,,,311.6581673,300.0448668,,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,1,31.8,31,2,,,,,8.4,,,,,21.13150557,19.50609079,20,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,1,29.4,29,2,,,,,8,,,,,16.5148426,15.8192394,14,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,1,30.6,30,2,,,,,9,,,,,18.72631298,17.59690404,20,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,98.1,98,2,2,1,6,,,,,,,733.4966889,731.5049481,592,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,78.2,78,2,2,1,6,,,,,,,400.7654783,398.038634,,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,29.9,29,2,0,0,0,,,,,,,16.8459191,15.31005515,,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,20.3,20,2,0,0,0,,,,,,,5.017070917,4.78877844,,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,28.3,28,2,0,0,0,,,,,,,14.18352749,13.71850577,,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,23.6,23,2,0,0,0,,,,,,,8.036528705,7.414552048,,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,23,23,2,0,0,0,,,,,,,7.414552048,7.414552048,,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,28.4,28,2,0,0,0,,,,,,,14.34088604,13.71850577,,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,27.9,27,2,0,0,0,,,,,,,13.56583418,12.24342816,,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,22.6,22,2,0,0,0,,,,,,,7.018620814,6.452072549,,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,28.1,28,2,0,0,0,,,,,,,13.87234205,13.71850577,,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,27.1,27,2,0,0,0,,,,,,,12.38582827,12.24342816,12,1
-17389,94,201702,33,3,6.21,8202017,8,20,1417,0.517,2.721,14.449,Y,2.271,64.00461,-162.33381,BB-09,16,18,13.2,8.1,91,44,15,1,0.011462632,69322,2,25.4,25,2,0,0,0,,,,,,,10.11388977,9.623986405,10,1
-17391,94,201702,35,3,6.21,8202017,8,20,1944,0.266,1.422,13.53,Y,2,63.80437,-161.58552,AA-10,12,14,13.8,10.6,73,44,15,1,0.005609387,69322,2,108.4,108,2,2,1,6,,,,,,,957.1939518,947.8060784,856,1
-17445,94,201702,36,3,6.21,8212017,8,21,841,0.513,2.917,15.037,Y,2,63.99105,-161.53304,BB-10,16,18,13.5,7.1,91,44,15,1,0.012788384,69322,,,,,,,,,,,,,,,0,,
-17446,94,201702,37,3,6.21,8212017,8,21,1125,0.521,2.908,14.489,Y,2,64.31027,-161.53698,CC-10,13,15,13.6,10.1,82,44,15,1,0.012284312,69322,,,,,,,,,,,,,,,0,,
-17447,94,201702,38,3,6.21,8212017,8,21,1454,0.515,2.777,14.9,Y,2.34,64.33141,-162.26691,CC-09,17,19,14.1,7.4,91,44,15,1,0.01206369,69322,1,25.2,25,2,,,,,7.2,,,,,10.17588552,9.924337507,10,1
-17447,94,201702,38,3,6.21,8212017,8,21,1454,0.515,2.777,14.9,Y,2.34,64.33141,-162.26691,CC-09,17,19,14.1,7.4,91,44,15,1,0.01206369,69322,1,23.5,23,2,,,,,6,,,,,8.171224416,7.637425663,8,1
-17447,94,201702,38,3,6.21,8212017,8,21,1454,0.515,2.777,14.9,Y,2.34,64.33141,-162.26691,CC-09,17,19,14.1,7.4,91,44,15,1,0.01206369,69322,1,24.7,24,2,,,,,5.7,,,,,9.555014207,8.729905588,8,1
-17447,94,201702,38,3,6.21,8212017,8,21,1454,0.515,2.777,14.9,Y,2.34,64.33141,-162.26691,CC-09,17,19,14.1,7.4,91,44,15,1,0.01206369,69322,1,30.6,30,2,,,,,7.1,,,,,18.72631298,17.59690404,18,1
-17447,94,201702,38,3,6.21,8212017,8,21,1454,0.515,2.777,14.9,Y,2.34,64.33141,-162.26691,CC-09,17,19,14.1,7.4,91,44,15,1,0.01206369,69322,1,24.9,24,2,,,,,,,,,,9.800168119,8.729905588,,1
-17447,94,201702,38,3,6.21,8212017,8,21,1454,0.515,2.777,14.9,Y,2.34,64.33141,-162.26691,CC-09,17,19,14.1,7.4,91,44,15,1,0.01206369,69322,2,26.8,26,2,0,0,0,,,,,,,11.96197694,10.88014133,10,1
-17447,94,201702,38,3,6.21,8212017,8,21,1454,0.515,2.777,14.9,Y,2.34,64.33141,-162.26691,CC-09,17,19,14.1,7.4,91,44,15,1,0.01206369,69322,2,24.9,24,2,0,0,0,,,,,,,9.50408448,8.470327412,9,1
-17448,94,201702,39,3,6.21,8212017,8,21,1837,0.52,2.824,14.852,Y,2.197,64.24653,-163.1185,CC-08,18,20,14,8.4,91,44,15,1,0.012228345,69322,2,10,10,2,0,0,0,,,,,,,0.547792602,0.547792602,,1
-17392,94,201702,40,3,6.21,8222017,8,22,733,0.518,2.829,14.187,Y,2.128,64.33843,-163.78699,CC-07,17,19,13.6,11.1,91,44,15,1,0.0117015,69322,1,117,117,2,,,,,39.3,,,,,1265.224555,1265.224555,1314,1
-17392,94,201702,40,3,6.21,8222017,8,22,733,0.518,2.829,14.187,Y,2.128,64.33843,-163.78699,CC-07,17,19,13.6,11.1,91,44,15,1,0.0117015,69322,1,84.5,84,2,,,,,26,,,,,455.2034439,446.7957084,528,1
-17392,94,201702,40,3,6.21,8222017,8,22,733,0.518,2.829,14.187,Y,2.128,64.33843,-163.78699,CC-07,17,19,13.6,11.1,91,44,15,1,0.0117015,69322,1,72.1,72,2,,,,,,,,,,276.5032644,275.3003519,,1
-17392,94,201702,40,3,6.21,8222017,8,22,733,0.518,2.829,14.187,Y,2.128,64.33843,-163.78699,CC-07,17,19,13.6,11.1,91,44,15,1,0.0117015,69322,1,91.5,91,2,,,,,28,,,,,584.4990603,574.5242695,,1
-17392,94,201702,40,3,6.21,8222017,8,22,733,0.518,2.829,14.187,Y,2.128,64.33843,-163.78699,CC-07,17,19,13.6,11.1,91,44,15,1,0.0117015,69322,1,26.4,26,2,,,,,5.4,,,,,11.77708464,11.22558372,,1
-17392,94,201702,40,3,6.21,8222017,8,22,733,0.518,2.829,14.187,Y,2.128,64.33843,-163.78699,CC-07,17,19,13.6,11.1,91,44,15,1,0.0117015,69322,1,20.9,20,2,,,,,4.7,,,,,5.653604965,4.923509798,,1
-17392,94,201702,40,3,6.21,8222017,8,22,733,0.518,2.829,14.187,Y,2.128,64.33843,-163.78699,CC-07,17,19,13.6,11.1,91,44,15,1,0.0117015,69322,1,20.6,20,2,,,,,6.2,,,,,5.402575154,4.923509798,6,1
-17392,94,201702,40,3,6.21,8222017,8,22,733,0.518,2.829,14.187,Y,2.128,64.33843,-163.78699,CC-07,17,19,13.6,11.1,91,44,15,1,0.0117015,69322,1,109.1,109,2,,,,,32.3,,,,,1015.764946,1012.843107,1006,1
-17392,94,201702,40,3,6.21,8222017,8,22,733,0.518,2.829,14.187,Y,2.128,64.33843,-163.78699,CC-07,17,19,13.6,11.1,91,44,15,1,0.0117015,69322,1,71.1,71,2,,,,,20,,,,,264.6342103,263.4667655,282,1
-17392,94,201702,40,3,6.21,8222017,8,22,733,0.518,2.829,14.187,Y,2.128,64.33843,-163.78699,CC-07,17,19,13.6,11.1,91,44,15,1,0.0117015,69322,1,80,80,2,,,,,22.3,,,,,383.3066265,383.3066265,376,1
-17392,94,201702,40,3,6.21,8222017,8,22,733,0.518,2.829,14.187,Y,2.128,64.33843,-163.78699,CC-07,17,19,13.6,11.1,91,44,15,1,0.0117015,69322,1,84.6,84,2,,,,,25.6,,,,,456.8978329,446.7957084,488,1
-17392,94,201702,40,3,6.21,8222017,8,22,733,0.518,2.829,14.187,Y,2.128,64.33843,-163.78699,CC-07,17,19,13.6,11.1,91,44,15,1,0.0117015,69322,1,86.9,86,2,,,,,29.3,,,,,497.065701,481.0728017,574,1
-17392,94,201702,40,3,6.21,8222017,8,22,733,0.518,2.829,14.187,Y,2.128,64.33843,-163.78699,CC-07,17,19,13.6,11.1,91,44,15,1,0.0117015,69322,1,86.8,86,2,,,,,25.8,,,,,495.2710791,481.0728017,556,1
-17392,94,201702,40,3,6.21,8222017,8,22,733,0.518,2.829,14.187,Y,2.128,64.33843,-163.78699,CC-07,17,19,13.6,11.1,91,44,15,1,0.0117015,69322,1,76.4,76,2,,,,,17.6,,,,,331.6883658,326.2636806,370,1
-17392,94,201702,40,3,6.21,8222017,8,22,733,0.518,2.829,14.187,Y,2.128,64.33843,-163.78699,CC-07,17,19,13.6,11.1,91,44,15,1,0.0117015,69322,2,85.8,85,2,2,1,6,,,,,,,513.1936472,500.5352974,,1
-17392,94,201702,40,3,6.21,8222017,8,22,733,0.518,2.829,14.187,Y,2.128,64.33843,-163.78699,CC-07,17,19,13.6,11.1,91,44,15,1,0.0117015,69322,2,107.8,107,2,5,1,6,,,,,,,943.1338072,924.5887433,,1
-17392,94,201702,40,3,6.21,8222017,8,22,733,0.518,2.829,14.187,Y,2.128,64.33843,-163.78699,CC-07,17,19,13.6,11.1,91,44,15,1,0.0117015,69322,2,77.6,77,2,2,1,5,,,,,,,392.6197983,384.5783783,350,1
-17392,94,201702,40,3,6.21,8222017,8,22,733,0.518,2.829,14.187,Y,2.128,64.33843,-163.78699,CC-07,17,19,13.6,11.1,91,44,15,1,0.0117015,69322,2,25.1,25,2,0,0,0,,,,,,,9.74491327,9.623986405,10,1
-17393,94,201702,41,3,6.21,8222017,8,22,1010,0.515,2.701,13.522,Y,2.377,64.00198,-163.79239,BB-07,17,19,12.8,12.7,91,44,15,1,0.01064838,69322,,,,,,,,,,,,,,,0,,
-17394,94,201702,42,3,6.21,8222017,8,22,1247,0.524,2.975,14.652,Y,2.185,63.99465,-164.54535,BB-06,16,18,11.9,11.9,91,44,15,1,0.012708723,69322,2,102.6,102,2,2,1,6,,,,,,,826.6638155,813.8379335,684,1
