HAULJOIN,VESSEL,CRUISE,HAUL,HAUL_TYPE,PERFORMANCE,START_DATE,START_HOUR,DURATION,DISTANCE_FISHED,NET_WIDTH,NET_MEASURED,NET_HEIGHT,MID_LATITUDE,MID_LONGITUDE,GIS_STATION,GEAR_DEPTH,BOTTOM_DEPTH,SURFACE_TEMPERATURE,GEAR_TEMPERATURE,WIRE_LENGTH,GEAR,ACCESSORIES,SUBSAMPLE,AREA_SWEPT_VARIABLE,AREA_SWEPT_FIXED,SPECIES_CODE,SEX,LENGTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,MERUS_LENGTH,CHELA_HEIGHT,DISEASE_CODE,DISEASE_DORSAL,DISEASE_VENTRAL,DISEASE_LEGS,CALCULATED_WEIGHT,WEIGHT,SAMPLING_FACTOR
1473,1,198402,147,3,0,7231984,1300,0.5,2.759,15.466,N,,60.1705,-172.96209,QP2524,60,60,7.2,-1,183,37,15,7,0.012440784,0.01225899,69323,1,18,2,,,,,7,,,,,3.990558884,,1
1473,1,198402,147,3,0,7231984,1300,0.5,2.759,15.466,N,,60.1705,-172.96209,QP2524,60,60,7.2,-1,183,37,15,7,0.012440784,0.01225899,69323,2,101,3,0,4,1,,,,,,,732.3683616,,1
1473,1,198402,147,3,0,7231984,1300,0.5,2.759,15.466,N,,60.1705,-172.96209,QP2524,60,60,7.2,-1,183,37,15,7,0.012440784,0.01225899,69323,1,24,2,,,,,9,,,,,9.755243596,,1
1473,1,198402,147,3,0,7231984,1300,0.5,2.759,15.466,N,,60.1705,-172.96209,QP2524,60,60,7.2,-1,183,37,15,7,0.012440784,0.01225899,69323,1,126,2,,,,,,,,,,1686.113709,,1
1473,1,198402,147,3,0,7231984,1300,0.5,2.759,15.466,N,,60.1705,-172.96209,QP2524,60,60,7.2,-1,183,37,15,7,0.012440784,0.01225899,69323,1,20,2,,,,,7,,,,,5.53617075,,1
1473,1,198402,147,3,0,7231984,1300,0.5,2.759,15.466,N,,60.1705,-172.96209,QP2524,60,60,7.2,-1,183,37,15,7,0.012440784,0.01225899,69323,1,110,2,,,,,,,,,,1105.689868,,1
1473,1,198402,147,3,0,7231984,1300,0.5,2.759,15.466,N,,60.1705,-172.96209,QP2524,60,60,7.2,-1,183,37,15,7,0.012440784,0.01225899,69323,1,113,2,,,,,,,,,,1202.106173,,1
1473,1,198402,147,3,0,7231984,1300,0.5,2.759,15.466,N,,60.1705,-172.96209,QP2524,60,60,7.2,-1,183,37,15,7,0.012440784,0.01225899,69323,2,77,2,0,0,0,,,,,,,395.5979224,,1
1474,1,198402,148,3,0,7241984,900,0.5,2.852,16.555,N,,60.32183,-174.12392,Q-26,95,95,7,-1.3,291,37,15,7,0.013765651,0.012672215,69323,1,138,2,,,,,,,,,,2236.897785,,1
1475,1,198402,149,3,0,7241984,1200,0.5,2.815,16.695,N,,60.17484,-174.41375,QP2726,104,104,7.5,-1,315,37,15,7,0.013701965,0.012507814,69323,1,130,2,,,,,,,,,,1858.059922,,1
1475,1,198402,149,3,0,7241984,1200,0.5,2.815,16.695,N,,60.17484,-174.41375,QP2726,104,104,7.5,-1,315,37,15,7,0.013701965,0.012507814,69323,1,119,2,,,,,,,,,,1411.744364,,1
1475,1,198402,149,3,0,7241984,1200,0.5,2.815,16.695,N,,60.17484,-174.41375,QP2726,104,104,7.5,-1,315,37,15,7,0.013701965,0.012507814,69323,1,112,2,,,,,,,,,,1169.359074,,1
1475,1,198402,149,3,0,7241984,1200,0.5,2.815,16.695,N,,60.17484,-174.41375,QP2726,104,104,7.5,-1,315,37,15,7,0.013701965,0.012507814,69323,1,145,2,,,,,,,,,,2608.648691,,1
1475,1,198402,149,3,0,7241984,1200,0.5,2.815,16.695,N,,60.17484,-174.41375,QP2726,104,104,7.5,-1,315,37,15,7,0.013701965,0.012507814,69323,1,127,2,,,,,,,,,,1728.041942,,1
1475,1,198402,149,3,0,7241984,1200,0.5,2.815,16.695,N,,60.17484,-174.41375,QP2726,104,104,7.5,-1,315,37,15,7,0.013701965,0.012507814,69323,1,150,3,,,,,,,,,,2898.43177,,1
1475,1,198402,149,3,0,7241984,1200,0.5,2.815,16.695,N,,60.17484,-174.41375,QP2726,104,104,7.5,-1,315,37,15,7,0.013701965,0.012507814,69323,1,132,2,,,,,,,,,,1948.327552,,1
1476,1,198402,150,3,0,7241984,1500,0.5,2.815,16.722,N,,60.00009,-173.99442,P-26,101,101,7.2,-1.5,320,37,15,7,0.013724125,0.012507814,69323,1,127,2,,,,,,,,,,1728.041942,,1
1476,1,198402,150,3,0,7241984,1500,0.5,2.815,16.722,N,,60.00009,-173.99442,P-26,101,101,7.2,-1.5,320,37,15,7,0.013724125,0.012507814,69323,1,108,2,,,,,,,,,,1044.413812,,1
1476,1,198402,150,3,0,7241984,1500,0.5,2.815,16.722,N,,60.00009,-173.99442,P-26,101,101,7.2,-1.5,320,37,15,7,0.013724125,0.012507814,69323,1,109,2,,,,,,,,,,1074.755706,,1
1477,1,198402,151,3,0,7241984,1700,0.5,2.797,16.807,N,,59.846,-174.22708,PO2726,110,110,7.8,-1.5,337,37,15,7,0.013705684,0.012427835,69323,1,92,2,,,,,,,,,,634.6039561,,1
1477,1,198402,151,3,0,7241984,1700,0.5,2.797,16.807,N,,59.846,-174.22708,PO2726,110,110,7.8,-1.5,337,37,15,7,0.013705684,0.012427835,69323,1,117,2,,,,,,,,,,1339.318794,,1
1477,1,198402,151,3,0,7241984,1700,0.5,2.797,16.807,N,,59.846,-174.22708,PO2726,110,110,7.8,-1.5,337,37,15,7,0.013705684,0.012427835,69323,1,153,2,,,,,,,,,,3082.372873,,1
1477,1,198402,151,3,0,7241984,1700,0.5,2.797,16.807,N,,59.846,-174.22708,PO2726,110,110,7.8,-1.5,337,37,15,7,0.013705684,0.012427835,69323,1,143,2,,,,,,,,,,2498.465338,,1
1478,1,198402,152,3,0,7251984,600,0.25,1.389,16.722,N,,59.661,-173.87084,O-26,108,108,7.2,0.2,320,37,15,7,0.006771868,0.006171706,69323,1,101,2,,,,,,,,,,848.0996974,,1
1478,1,198402,152,3,0,7251984,600,0.25,1.389,16.722,N,,59.661,-173.87084,O-26,108,108,7.2,0.2,320,37,15,7,0.006771868,0.006171706,69323,1,133,2,,,,,,,,,,1994.556459,,1
1478,1,198402,152,3,0,7251984,600,0.25,1.389,16.722,N,,59.661,-173.87084,O-26,108,108,7.2,0.2,320,37,15,7,0.006771868,0.006171706,69323,1,132,2,,,,,,,,,,1948.327552,,1
1478,1,198402,152,3,0,7251984,600,0.25,1.389,16.722,N,,59.661,-173.87084,O-26,108,108,7.2,0.2,320,37,15,7,0.006771868,0.006171706,69323,1,122,2,,,,,,,,,,1525.293277,,1
1479,1,198402,153,3,0,7251984,900,0.33,1.945,16.9,N,,59.3325,-173.8465,N-26,113,113,8.4,0.6,358,37,15,7,0.009583504,0.008642166,69323,1,137,2,,,,,,,,,,2186.916096,,1
1480,1,198402,154,3,0,7251984,1200,0.5,2.685,17.009,N,,58.995,-173.762,M-26,121,121,8.6,1.3,386,37,15,7,0.013314998,0.011930188,69323,,,,,,,,,,,,,,,
1517,1,198402,191,3,0,8101984,1900,0.5,2.778,17.077,N,,58.996,-174.37442,M-27,132,132,9.9,2.4,406,37,15,7,0.013831264,0.012343413,69323,,,,,,,,,,,,,,,
1518,1,198402,192,3,0,8111984,700,0.5,2.722,16.908,N,,59.327,-174.45842,N-27,124,124,9.5,2.1,360,37,15,7,0.013418328,0.012094589,69323,1,103,2,,,,,,,,,,901.3781008,,1
1518,1,198402,192,3,0,8111984,700,0.5,2.722,16.908,N,,59.327,-174.45842,N-27,124,124,9.5,2.1,360,37,15,7,0.013418328,0.012094589,69323,1,161,2,,,,,,,,,,3611.273595,,1
1519,1,198402,193,3,0,8111984,1000,0.5,2.741,16.908,N,,59.66508,-174.46134,O-27,119,119,9.3,1.9,360,37,15,7,0.01351199,0.012179011,69323,1,118,2,,,,,,,,,,1375.208257,,1
1519,1,198402,193,3,0,8111984,1000,0.5,2.741,16.908,N,,59.66508,-174.46134,O-27,119,119,9.3,1.9,360,37,15,7,0.01351199,0.012179011,69323,1,132,2,,,,,,,,,,1948.327552,,1
1519,1,198402,193,3,0,8111984,1000,0.5,2.741,16.908,N,,59.66508,-174.46134,O-27,119,119,9.3,1.9,360,37,15,7,0.01351199,0.012179011,69323,1,138,2,,,,,,,,,,2236.897785,,1
1520,1,198402,194,3,0,8111984,1300,0.5,2.778,16.807,N,,60.00242,-174.60967,P-27,112,112,9.3,1,337,37,15,7,0.013612581,0.012343413,69323,,,,,,,,,,,,,,,
1521,1,198402,195,3,0,8111984,1500,0.5,2.871,16.732,N,,60.33309,-174.73184,Q-27,106,106,9,0.1,322,37,15,7,0.014005515,0.012756637,69323,1,135,2,,,,,,,,,,2089.235172,,1
1521,1,198402,195,3,0,8111984,1500,0.5,2.871,16.732,N,,60.33309,-174.73184,Q-27,106,106,9,0.1,322,37,15,7,0.014005515,0.012756637,69323,1,124,2,,,,,,,,,,1604.3372,,1
1521,1,198402,195,3,0,8111984,1500,0.5,2.871,16.732,N,,60.33309,-174.73184,Q-27,106,106,9,0.1,322,37,15,7,0.014005515,0.012756637,69323,1,108,2,,,,,,,,,,1044.413812,,1
1521,1,198402,195,3,0,8111984,1500,0.5,2.871,16.732,N,,60.33309,-174.73184,Q-27,106,106,9,0.1,322,37,15,7,0.014005515,0.012756637,69323,1,116,2,,,,,,,,,,1304.06991,,1
1522,1,198402,196,3,0,8111984,1800,0.5,2.815,16.695,N,,60.6685,-174.81334,R-27,101,101,9.1,-1.1,315,37,15,7,0.013701965,0.012507814,69323,,,,,,,,,,,,,,,
1523,1,198402,197,3,0,8121984,700,0.5,2.778,17.077,N,,60.67109,-175.4645,R-28,113,113,9,0.5,406,37,15,7,0.013831264,0.012343413,69323,,,,,,,,,,,,,,,
1524,1,198402,198,3,0,8121984,1100,0.5,2.778,17.071,N,,60.3345,-175.39858,Q-28,115,115,9.1,0.7,404,37,15,7,0.013826404,0.012343413,69323,,,,,,,,,,,,,,,
1525,1,198402,199,3,0,8121984,1500,0.5,2.759,17.1,N,,59.99142,-175.28175,P-28,119,119,9,1,413,37,15,7,0.013755166,0.01225899,69323,1,157,2,,,,,,,,,,3339.726398,,1
1525,1,198402,199,3,0,8121984,1500,0.5,2.759,17.1,N,,59.99142,-175.28175,P-28,119,119,9,1,413,37,15,7,0.013755166,0.01225899,69323,1,123,2,,,,,,,,,,1564.476714,,1
1525,1,198402,199,3,0,8121984,1500,0.5,2.759,17.1,N,,59.99142,-175.28175,P-28,119,119,9,1,413,37,15,7,0.013755166,0.01225899,69323,1,138,2,,,,,,,,,,2236.897785,,1
1525,1,198402,199,3,0,8121984,1500,0.5,2.759,17.1,N,,59.99142,-175.28175,P-28,119,119,9,1,413,37,15,7,0.013755166,0.01225899,69323,1,130,2,,,,,,,,,,1858.059922,,1
1525,1,198402,199,3,0,8121984,1500,0.5,2.759,17.1,N,,59.99142,-175.28175,P-28,119,119,9,1,413,37,15,7,0.013755166,0.01225899,69323,1,147,2,,,,,,,,,,2722.081427,,1
1525,1,198402,199,3,0,8121984,1500,0.5,2.759,17.1,N,,59.99142,-175.28175,P-28,119,119,9,1,413,37,15,7,0.013755166,0.01225899,69323,1,140,2,,,,,,,,,,2339.174453,,1
1526,1,198402,200,3,0,8131984,700,0.5,2.778,17.207,N,,59.66817,-175.191,O-28,132,132,9,1.8,450,37,15,7,0.013936555,0.012343413,69323,1,158,2,,,,,,,,,,3406.266898,,1
1526,1,198402,200,3,0,8131984,700,0.5,2.778,17.207,N,,59.66817,-175.191,O-28,132,132,9,1.8,450,37,15,7,0.013936555,0.012343413,69323,1,147,2,,,,,,,,,,2722.081427,,1
1526,1,198402,200,3,0,8131984,700,0.5,2.778,17.207,N,,59.66817,-175.191,O-28,132,132,9,1.8,450,37,15,7,0.013936555,0.012343413,69323,1,131,2,,,,,,,,,,1902.830752,,1
1526,1,198402,200,3,0,8131984,700,0.5,2.778,17.207,N,,59.66817,-175.191,O-28,132,132,9,1.8,450,37,15,7,0.013936555,0.012343413,69323,1,104,2,,,,,,,,,,928.8487342,,1
1527,1,198402,201,3,0,8131984,1000,0.5,2.778,17.212,N,,59.33384,-175.113,N-28,137,137,9.4,3.4,452,37,15,7,0.013940605,0.012343413,69323,,,,,,,,,,,,,,,
1528,1,198402,202,3,0,8131984,1300,0.5,2.759,17.077,N,,58.99734,-175.02533,M-28,132,132,9.2,2.6,406,37,15,7,0.013736665,0.01225899,69323,,,,,,,,,,,,,,,
9160,37,198501,93,3,0,7061985,800,0.5,2.759,16.783,N,,60.66442,-172.165,R-23,60,60,3.8,-1,229,38,15,1,0.013500173,0.01225899,69323,,,,,,,,,,,,,,,
9161,37,198501,94,3,0,7061985,1100,0.5,2.648,16.752,N,,60.9945,-172.18842,S-23,62,62,3.8,-1,229,38,15,1,0.012933101,0.011765787,69323,,,,,,,,,,,,,,,
9162,37,198501,95,3,0,7061985,1500,0.5,2.852,16.984,N,,60.98284,-173.50459,S-25,73,73,4.5,2.2,274,38,15,1,0.014122368,0.012672215,69323,,,,,,,,,,,,,,,
9163,37,198501,96,3,0,7061985,1800,0.5,2.852,16.752,N,,60.65992,-173.47433,R-25,62,62,3.6,0.6,229,38,15,1,0.013929458,0.012672215,69323,1,131,2,,,,,,,,,,1902.830752,,1
9163,37,198501,96,3,0,7061985,1800,0.5,2.852,16.752,N,,60.65992,-173.47433,R-25,62,62,3.6,0.6,229,38,15,1,0.013929458,0.012672215,69323,1,91,2,,,,,35,,,,,613.4156496,,1
9163,37,198501,96,3,0,7061985,1800,0.5,2.852,16.752,N,,60.65992,-173.47433,R-25,62,62,3.6,0.6,229,38,15,1,0.013929458,0.012672215,69323,2,84,2,0,0,0,,,,,,,481.985569,,1
9164,37,198501,97,3,0,7071985,600,0.5,2.704,16.938,N,,60.64734,-174.77717,R-27,95,95,4.6,1.1,320,38,15,1,0.013353246,0.01201461,69323,,,,,,,,,,,,,,,
9165,37,198501,98,3,0,7071985,900,0.5,2.722,16.846,N,,60.33375,-174.728,Q-27,101,101,4.9,1.5,320,38,15,2,0.013369124,0.012094589,69323,1,152,2,,,,,,,,,,3020.205375,,1
9166,37,198501,99,3,0,7071985,1200,0.5,2.611,16.989,N,,60.002,-174.613,P-27,106,106,5.1,1.3,366,38,15,1,0.012932805,0.011601386,69323,1,102,2,,,,,,,,,,874.4637473,,1
9167,37,198501,100,3,0,7071985,1400,0.5,2.685,16.881,N,,59.67,-174.45267,O-27,113,113,6,1.7,366,38,15,1,0.013214797,0.011930188,69323,,,,,,,,,,,,,,,
9168,37,198501,101,3,0,7071985,1700,0.5,2.759,16.959,N,,59.32867,-174.45525,N-27,119,119,6.8,2.5,412,38,15,1,0.013641747,0.01225899,69323,,,,,,,,,,,,,,,
9169,37,198501,102,3,0,7081985,600,0.5,2.834,16.851,N,,58.99458,-174.36792,M-27,126,126,6.3,2.6,412,38,15,1,0.013923344,0.012592236,69323,,,,,,,,,,,,,,,
9174,37,198501,107,3,0,7091985,900,0.5,2.778,16.989,N,,59.00109,-173.09467,M-25,106,106,6.4,2.3,366,38,15,2,0.013759989,0.012343413,69323,,,,,,,,,,,,,,,
9175,37,198501,108,3,0,7091985,1100,0.5,2.852,16.877,N,,59.32234,-173.15275,N-25,99,99,6.3,1.4,320,38,15,2,0.014033397,0.012672215,69323,1,158,3,,,,,,,,,,3406.266898,,1
9176,37,198501,109,3,0,7091985,1400,0.5,2.852,16.846,N,,59.51175,-173.49392,ON2625,101,101,6.1,1.5,320,38,15,2,0.01400762,0.012672215,69323,1,134,2,,,,,,,,,,2041.523616,,1
9177,37,198501,110,3,0,7091985,1500,0.5,2.834,16.969,N,,59.66275,-173.24642,O-25,93,93,5.6,1.5,320,38,15,2,0.014020843,0.012592236,69323,1,137,2,,,,,,,,,,2186.916096,,1
9177,37,198501,110,3,0,7091985,1500,0.5,2.834,16.969,N,,59.66275,-173.24642,O-25,93,93,5.6,1.5,320,38,15,2,0.014020843,0.012592236,69323,1,131,2,,,,,,,,,,1902.830752,,1
9178,37,198501,111,3,0,7091985,1700,0.5,2.741,16.969,N,,59.82992,-173.58408,PO2625,93,93,5.5,1.3,320,38,15,1,0.013560738,0.012179011,69323,1,111,2,,,,,,,,,,1137.222316,,1
9178,37,198501,111,3,0,7091985,1700,0.5,2.741,16.969,N,,59.82992,-173.58408,PO2625,93,93,5.5,1.3,320,38,15,1,0.013560738,0.012179011,69323,1,133,2,,,,,,,,,,1994.556459,,1
9179,37,198501,112,3,0,7101985,600,0.5,2.574,16.953,N,,59.99809,-173.30692,P-25,75,75,5.3,-0.8,274,38,15,1,0.01272252,0.011436985,69323,1,105,2,,,,,,,,,,956.8816302,,1
9179,37,198501,112,3,0,7101985,600,0.5,2.574,16.953,N,,59.99809,-173.30692,P-25,75,75,5.3,-0.8,274,38,15,1,0.01272252,0.011436985,69323,1,138,2,,,,,,,,,,2236.897785,,1
9179,37,198501,112,3,0,7101985,600,0.5,2.574,16.953,N,,59.99809,-173.30692,P-25,75,75,5.3,-0.8,274,38,15,1,0.01272252,0.011436985,69323,1,142,2,,,,,,,,,,2444.576681,,1
9179,37,198501,112,3,0,7101985,600,0.5,2.574,16.953,N,,59.99809,-173.30692,P-25,75,75,5.3,-0.8,274,38,15,1,0.01272252,0.011436985,69323,1,98,1,,,,,32,,,,,772.2496996,,1
9179,37,198501,112,3,0,7101985,600,0.5,2.574,16.953,N,,59.99809,-173.30692,P-25,75,75,5.3,-0.8,274,38,15,1,0.01272252,0.011436985,69323,1,154,2,,,,,,,,,,3145.402481,,1
9179,37,198501,112,3,0,7101985,600,0.5,2.574,16.953,N,,59.99809,-173.30692,P-25,75,75,5.3,-0.8,274,38,15,1,0.01272252,0.011436985,69323,1,139,2,,,,,,,,,,2287.648513,,1
9180,37,198501,113,3,0,7101985,800,0.5,2.574,16.613,N,,60.16433,-173.55442,QP2625,71,71,5.5,-0.3,229,38,15,1,0.012467364,0.011436985,69323,1,85,2,,,,,,,,,,496.2644523,,1
9180,37,198501,113,3,0,7101985,800,0.5,2.574,16.613,N,,60.16433,-173.55442,QP2625,71,71,5.5,-0.3,229,38,15,1,0.012467364,0.011436985,69323,1,132,2,,,,,,,,,,1948.327552,,1
9180,37,198501,113,3,0,7101985,800,0.5,2.574,16.613,N,,60.16433,-173.55442,QP2625,71,71,5.5,-0.3,229,38,15,1,0.012467364,0.011436985,69323,1,119,2,,,,,,,,,,1411.744364,,1
9180,37,198501,113,3,0,7101985,800,0.5,2.574,16.613,N,,60.16433,-173.55442,QP2625,71,71,5.5,-0.3,229,38,15,1,0.012467364,0.011436985,69323,1,87,2,,,,,,,,,,533.4533897,,1
9181,37,198501,114,3,0,7101985,1000,0.5,2.778,15.019,N,,60.32833,-173.42309,Q-25,70,70,5,0.7,201,38,15,1,0.012164417,0.012343413,69323,1,105,2,,,,,,,,,,956.8816302,,1
9181,37,198501,114,3,0,7101985,1000,0.5,2.778,15.019,N,,60.32833,-173.42309,Q-25,70,70,5,0.7,201,38,15,1,0.012164417,0.012343413,69323,1,141,2,,,,,,,,,,2391.481782,,1
9181,37,198501,114,3,0,7101985,1000,0.5,2.778,15.019,N,,60.32833,-173.42309,Q-25,70,70,5,0.7,201,38,15,1,0.012164417,0.012343413,69323,2,21,2,0,0,0,,,,,,,20.71847831,,1
9181,37,198501,114,3,0,7101985,1000,0.5,2.778,15.019,N,,60.32833,-173.42309,Q-25,70,70,5,0.7,201,38,15,1,0.012164417,0.012343413,69323,1,112,2,,,,,,,,,,1169.359074,,1
9181,37,198501,114,3,0,7101985,1000,0.5,2.778,15.019,N,,60.32833,-173.42309,Q-25,70,70,5,0.7,201,38,15,1,0.012164417,0.012343413,69323,1,97,2,,,,,37,,,,,748.0272264,,1
9181,37,198501,114,3,0,7101985,1000,0.5,2.778,15.019,N,,60.32833,-173.42309,Q-25,70,70,5,0.7,201,38,15,1,0.012164417,0.012343413,69323,1,102,2,,,,,,,,,,874.4637473,,1
9181,37,198501,114,3,0,7101985,1000,0.5,2.778,15.019,N,,60.32833,-173.42309,Q-25,70,70,5,0.7,201,38,15,1,0.012164417,0.012343413,69323,1,57,2,,,,,21,,,,,143.3785955,,1
9181,37,198501,114,3,0,7101985,1000,0.5,2.778,15.019,N,,60.32833,-173.42309,Q-25,70,70,5,0.7,201,38,15,1,0.012164417,0.012343413,69323,2,80,2,0,0,0,,,,,,,431.4538279,,1
9181,37,198501,114,3,0,7101985,1000,0.5,2.778,15.019,N,,60.32833,-173.42309,Q-25,70,70,5,0.7,201,38,15,1,0.012164417,0.012343413,69323,1,96,2,,,,,37,,,,,724.3252701,,1
9181,37,198501,114,3,0,7101985,1000,0.5,2.778,15.019,N,,60.32833,-173.42309,Q-25,70,70,5,0.7,201,38,15,1,0.012164417,0.012343413,69323,1,113,2,,,,,,,,,,1202.106173,,1
9181,37,198501,114,3,0,7101985,1000,0.5,2.778,15.019,N,,60.32833,-173.42309,Q-25,70,70,5,0.7,201,38,15,1,0.012164417,0.012343413,69323,1,106,2,,,,,,,,,,985.4827775,,1
9181,37,198501,114,3,0,7101985,1000,0.5,2.778,15.019,N,,60.32833,-173.42309,Q-25,70,70,5,0.7,201,38,15,1,0.012164417,0.012343413,69323,1,135,2,,,,,,,,,,2089.235172,,1
9181,37,198501,114,3,0,7101985,1000,0.5,2.778,15.019,N,,60.32833,-173.42309,Q-25,70,70,5,0.7,201,38,15,1,0.012164417,0.012343413,69323,1,148,2,,,,,,,,,,2780.031829,,1
9181,37,198501,114,3,0,7101985,1000,0.5,2.778,15.019,N,,60.32833,-173.42309,Q-25,70,70,5,0.7,201,38,15,1,0.012164417,0.012343413,69323,2,23,2,0,0,0,,,,,,,25.47077994,,1
9181,37,198501,114,3,0,7101985,1000,0.5,2.778,15.019,N,,60.32833,-173.42309,Q-25,70,70,5,0.7,201,38,15,1,0.012164417,0.012343413,69323,1,98,2,,,,,38,,,,,772.2496996,,1
9181,37,198501,114,3,0,7101985,1000,0.5,2.778,15.019,N,,60.32833,-173.42309,Q-25,70,70,5,0.7,201,38,15,1,0.012164417,0.012343413,69323,2,20,2,0,0,0,,,,,,,18.54633697,,1
9181,37,198501,114,3,0,7101985,1000,0.5,2.778,15.019,N,,60.32833,-173.42309,Q-25,70,70,5,0.7,201,38,15,1,0.012164417,0.012343413,69323,1,129,2,,,,,,,,,,1814.008928,,1
9182,37,198501,115,3,0,7101985,1500,0.5,2.741,16.457,N,,60.33317,-172.043,Q-23,59,59,5.5,-1.1,201,38,15,1,0.013151574,0.012179011,69323,1,143,2,,,,,,,,,,2498.465338,,1
9182,37,198501,115,3,0,7101985,1500,0.5,2.741,16.457,N,,60.33317,-172.043,Q-23,59,59,5.5,-1.1,201,38,15,1,0.013151574,0.012179011,69323,1,76,2,,,,,28,,,,,350.5005606,,1
9182,37,198501,115,3,0,7101985,1500,0.5,2.741,16.457,N,,60.33317,-172.043,Q-23,59,59,5.5,-1.1,201,38,15,1,0.013151574,0.012179011,69323,1,130,2,,,,,,,,,,1858.059922,,1
9182,37,198501,115,3,0,7101985,1500,0.5,2.741,16.457,N,,60.33317,-172.043,Q-23,59,59,5.5,-1.1,201,38,15,1,0.013151574,0.012179011,69323,1,75,2,,,,,27,,,,,336.3685028,,1
9182,37,198501,115,3,0,7101985,1500,0.5,2.741,16.457,N,,60.33317,-172.043,Q-23,59,59,5.5,-1.1,201,38,15,1,0.013151574,0.012179011,69323,1,90,2,,,,,32,,,,,592.7123334,,1
9182,37,198501,115,3,0,7101985,1500,0.5,2.741,16.457,N,,60.33317,-172.043,Q-23,59,59,5.5,-1.1,201,38,15,1,0.013151574,0.012179011,69323,1,110,1,,,,,,,,,,1105.689868,,1
9183,37,198501,116,3,0,7101985,1700,0.5,2.648,16.213,N,,60.16667,-172.2475,QP2423,57,57,3.1,0.7,183,38,15,1,0.012516975,0.011765787,69323,2,89,2,0,0,0,,,,,,,549.585633,,1
9183,37,198501,116,3,0,7101985,1700,0.5,2.648,16.213,N,,60.16667,-172.2475,QP2423,57,57,3.1,0.7,183,38,15,1,0.012516975,0.011765787,69323,1,99,2,,,,,38,,,,,796.9986341,,1
9183,37,198501,116,3,0,7101985,1700,0.5,2.648,16.213,N,,60.16667,-172.2475,QP2423,57,57,3.1,0.7,183,38,15,1,0.012516975,0.011765787,69323,2,84,2,0,0,0,,,,,,,481.985569,,1
9183,37,198501,116,3,0,7101985,1700,0.5,2.648,16.213,N,,60.16667,-172.2475,QP2423,57,57,3.1,0.7,183,38,15,1,0.012516975,0.011765787,69323,1,101,2,,,,,,,,,,848.0996974,,1
9184,37,198501,117,3,0,7111985,600,0.5,2.797,16.348,N,,59.99567,-171.967,P-23,66,66,5,-0.2,201,38,15,1,0.013331381,0.012427835,69323,2,77,2,5,1,4,,,,,,,395.5979224,,1
9184,37,198501,117,3,0,7111985,600,0.5,2.797,16.348,N,,59.99567,-171.967,P-23,66,66,5,-0.2,201,38,15,1,0.013331381,0.012427835,69323,2,81,2,0,0,0,,,,,,,443.7936142,,1
9185,37,198501,118,3,0,7111985,800,0.5,2.834,16.953,N,,59.81609,-172.24292,PO2423,75,75,5.6,-0.6,274,38,15,1,0.014007623,0.012592236,69323,1,96,2,,,,,37,,,,,724.3252701,,1
9186,37,198501,119,3,0,7111985,1000,0.5,2.611,16.953,N,,59.6695,-171.91242,O-23,75,75,5.5,-0.7,274,38,15,1,0.0129054,0.011601386,69323,,,,,,,,,,,,,,,
9187,37,198501,120,3,0,7111985,1300,0.5,2.574,16.891,N,,59.33292,-171.90742,N-23,79,79,6,0.3,274,38,15,1,0.012675992,0.011436985,69323,,,,,,,,,,,,,,,
11136,60,198501,21,3,0,7081985,1700,0.5,2.778,15.788,N,,61.00117,-171.48292,S-22,59,59,4.7,-1.6,183,39,15,1,0.012787257,0.012343413,69323,,,,,,,,,,,,,,,
11137,60,198501,22,3,0,7081985,2000,0.5,2.982,15.788,N,,60.65934,-171.43042,R-22,62,62,5.4,-1.4,183,39,15,1,0.013726278,0.01324984,69323,,,,,,,,,,,,,,,
11138,60,198501,23,3,0,7091985,700,0.5,2.852,15.857,N,,60.32725,-171.39059,Q-22,66,66,4.1,-1.4,188,39,15,1,0.013185257,0.012672215,69323,,,,,,,,,,,,,,,
11139,60,198501,24,3,0,7091985,1100,0.5,2.852,16.313,N,,59.99275,-171.30609,P-22,70,70,4.9,-1.3,229,39,15,1,0.013564425,0.012672215,69323,,,,,,,,,,,,,,,
11140,60,198501,25,3,0,7091985,1400,0.5,2.797,16.313,N,,59.665,-171.25317,O-22,71,71,5.2,-1.3,229,39,15,1,0.013302839,0.012427835,69323,,,,,,,,,,,,,,,
11141,60,198501,26,3,0,7091985,1700,0.5,2.704,16.313,N,,59.33092,-171.18842,N-22,75,75,5.5,-1.2,229,39,15,1,0.012860521,0.01201461,69323,,,,,,,,,,,,,,,
11147,60,198501,32,3,0,7111985,800,0.5,2.722,16.655,N,,58.99392,-172.44225,M-24,99,99,7,1.5,274,39,15,2,0.013217545,0.012094589,69323,,,,,,,,,,,,,,,
11148,60,198501,33,3,0,7111985,1200,0.5,2.704,16.655,N,,59.32842,-172.51342,N-24,88,88,6.3,0.2,274,39,15,1,0.01313014,0.01201461,69323,,,,,,,,,,,,,,,
11149,60,198501,34,3,0,7111985,1500,0.5,3.019,16.655,N,,59.5045,-172.89384,ON2524,93,93,6,0.6,274,39,15,2,0.014659724,0.013414241,69323,1,124,2,,,,,,,,,,1604.3372,,1
