year,station,_NAME_,_10210,_10285,_21725,_21735,_23055,_43000,_69010,_80200,_81742,_10220,_21313,_68577,_68580,_69322,_80020,_80595,_82510,_83020,_98000,_21740,_71882,_71884,_68781,_75284,_81095,_20322,_21720,_10120,_10260
1982,182,cpue,129.77149337,129.77149337,2.0025785818,159.70014031,,14.964323468,6.9980218573,593.92959719,2445.5665692,25.945496131,10.981172663,2.0025785818,0.9902861119,34.94609657,289.47163368,,,99.820840077,4.9954432755,,,,229.59233345,,,,,,
1982,183,cpue,114.80316875,156.53722649,1.035299117,1873.2012023,,1346.1879385,52.179075495,1.035299117,2901.1151856,161.75973536,1.035299117,18.773423988,49.050171497,396.56557509,219.13831309,,177.40425535,161.75973536,2588.0407326,,,,328.71897296,,15.64451999,,,,
1982,184,cpue,515.10112989,61.821220262,,1431.9493447,3.0887898441,72.109615846,,72.109615846,4198.0060735,113.33133325,,25.755056494,267.83896053,267.83896053,381.17029378,,1.0220260514,,1792.5201356,,,,185.4409491,,5.1555536369,72.109615846,,,
1982,185,cpue,983.92417856,218.6551735,,874.59659181,43.72139382,,5.4711997779,98.385187196,513.83483729,207.71277395,1.0845990749,1.0845990749,6.5557988528,174.90967748,229.57347086,,,,,,,,,,1.0845990749,,,,
1982,186,cpue,518.42436298,528.77913531,1.0286197678,2177.3366081,72.574839174,,51.842436298,,5464.0967813,819.10135023,1.0286197678,,1.0286197678,279.94458437,694.68407475,155.52730889,,51.842436298,,1.0286197678,,,5.1888152732,,1.0286197678,,,,
1982,187,cpue,52.618119009,114.7897482,47.830819204,6160.51672,86.087038796,9.5745996113,,506.98981202,1358.3699581,57.405418815,0.9490241906,0.9490241906,,191.32327682,554.82063122,258.28220581,2.8681619981,124.36434782,1.9191378076,,,0.9490241906,,,1.9191378076,,,,
1982,202,cpue,389.6037637,34.098918472,0.9662791758,633.10611601,,58.449153703,165.577305,160.70296338,2902.5093884,58.449153703,0.9662791758,,,,404.20531569,,53.574812082,,,,,336.02895161,97.400940924,,0.9662791758,,,,
1982,203,cpue,578.55214103,139.28806955,4.2752485313,374.99362256,2.1494343445,1526.7361288,107.14103502,166.07332831,6856.9081403,182.1350355,2.1494343445,,1.0629070934,10.723551565,449.98762304,,48.208741726,,5.3617757823,,,85.717552045,449.98762304,,10.723551565,,,,
1985,78,cpue,195.58889081,42.283190076,3.1700737874,40.185347128,,22.213825878,66.594858901,58.156868379,956.84947774,37.015273341,,,45.453263863,5.291226101,21.141595038,,,,7.4123784146,,,4.2189952611,,,,,,,
1985,79,cpue,388.28210131,102.46234151,2.1638600783,442.21215249,8.6316616311,83.058936852,351.61537339,43.134529473,1197.232869,32.362786446,2.1638600783,4.3039414745,215.72020473,48.532290328,,3.2339007764,10.795521709,64.725572892,160.72011285,3.2339007764,9.7017023292,90.596779103,,,,,,,
1985,80,cpue,1303.1740622,52.53213904,4.1108158955,2406.5079639,48.421323145,10.311107274,743.80784849,1408.261052,7060.8827369,6935.1962443,4.1108158955,10.311107274,4.1108158955,82.42072312,304.92715035,147.30802154,73.154353588,662.40915142,780.87332662,52.53213904,,66.954062209,,58.709718728,8.244343481,,304.92715035,,
1985,81,cpue,246.50347615,222.61200589,5.4342322118,1875.2889001,48.860211209,157.44909805,6075.4476735,641.74212732,271.4722171,,5.4342322118,,27.14722171,24.968740956,,246.50347615,79.263184376,172.65058463,1283.508194,114.02311905,469.09154269,3657.2143392,,64.061697792,,,48.860211209,,
1985,82,cpue,130.30187634,231.30198956,,642.84333738,56.472924175,47.782940506,2633.2326272,331.20089273,502.75026732,170.47210388,16.278757287,9.7672543719,16.278757287,,23.891470253,586.3704132,20.635718796,422.40981224,2705.9843087,874.12138759,474.5257749,4385.8323639,,,6.5115029146,,1828.6071696,,
1985,103,cpue,246.42910457,96.417483452,2.1494343445,101.77925923,2.1494343445,51.421083164,139.2644494,64.294069073,889.25169451,85.717552045,2.1494343445,,26.785258754,6.4246828758,112.5028108,,5.3617757823,,69.632224698,,7.5112101268,157.49921109,,,,,,,
1985,104,cpue,204.92468302,134.82512796,5.3977608547,1083.9750058,48.532290328,93.83067988,309.55088461,307.38702453,1067.8055019,48.532290328,,2.1638600783,10.795521709,,107.86010237,5.3977608547,16.169503882,37.760547301,120.79570547,,18.33336396,246.9891718,,,,,,,
1985,105,cpue,180.92884321,127.71309734,2.1351996799,1484.6911533,74.49735147,6.382135307,721.60363689,415.07343229,1681.5987985,266.07872935,26.607872935,30.878272294,37.260407601,15.955338268,308.64194055,159.64723761,26.607872935,244.79712374,703.48963521,10.652534667,,,,,3.1910676535,,399.11809402,,
1985,106,cpue,163.88815293,248.45453309,8.4612998884,2686.5909161,42.283190076,77.177311103,1324.7878214,222.02171195,491.64114944,237.89539025,8.4612998884,3.1700737874,37.015273341,396.49231708,137.4553318,174.44729577,26.432821139,227.31293805,271.71728044,68.716011215,,14.801447463,,,3.1700737874,,274.88735423,,
1985,107,cpue,13.935893003,26.785258754,5.3617757823,117.86458658,16.061707189,24.63582441,539.98042361,,194.98440125,32.147034536,16.061707189,2.1494343445,36.422283068,32.147034536,26.785258754,374.99362256,26.785258754,280.70195329,1051.0261541,32.147034536,99.62982489,340.69715368,,,10.723551565,,,,
1985,123,cpue,146.58063363,51.038691963,222.61200589,450.63430465,43.425978997,129.22460564,173.75179469,70.573200707,1737.3982501,200.87507705,,,10.868464424,76.007432919,45.604459751,4.3330221601,108.58888684,,2.1784807545,,8.6899836692,20.635718796,27.14722171,,,,,,
1985,125,cpue,328.20375368,147.13528474,143.74196632,475.33903842,50.924727175,228.62482857,428.93041885,877.09795903,3004.808412,854.46751928,52.072467229,,181.06846894,96.210557564,413.08661593,23.753228942,186.7323166,,71.309588568,,55.465785649,39.621982731,328.20375368,23.778179813,,,,,
1985,126,cpue,415.82213867,33.720665598,56.192850533,1000.2228289,50.568610202,10.108766763,321.39931972,320.28438221,1472.2378181,219.1471618,24.726836346,,50.568610202,69.671206217,258.49206773,,118.0099414,56.192850533,102.2769343,,,128.11870816,101.1372204,2.2546514103,,,,,
1985,127,cpue,643.93241379,55.038202919,24.218750667,754.00881962,50.645824291,,160.72223013,264.1736671,1953.8319364,77.04863063,27.51910146,,30.819452252,115.58507959,137.5955073,,45.137150542,27.51910146,27.51910146,1.0920278357,27.51910146,243.25526722,16.501753962,1.0920278357,,60.546876668,,,
1985,128,cpue,461.39311141,36.298848696,5.1888152732,342.16465121,16.595065588,1.0286197678,63.225828396,528.77913531,3478.5634726,103.6848726,17.623685355,,36.298848696,238.47977862,269.56695382,5.1888152732,31.110033422,10.377630546,1.0286197678,,3.1087175205,95.387339803,,1.0286197678,,,,,
1985,129,cpue,491.97414038,21.86069691,4.3624985013,677.82621742,22.969398187,27.331896688,155.24228092,552.08503133,5438.9510321,2224.7778269,,,27.331896688,54.663793376,213.18397372,,4.3624985013,10.942399556,1.0845990749,6.5557988528,,,16.389497132,4.3624985013,,,,,
1985,130,cpue,241.0521444,34.443251289,6.8835887955,413.24309353,35.582080318,13.767177591,28.698491522,401.77888131,5636.2926286,86.095474567,1.1388290287,,74.605955033,80.3507148,126.28348562,3.4417943977,5.7447597668,229.58793218,6.8835887955,14.931313931,,,28.698491522,8.0477251359,,,,,
1985,131,cpue,168.05047444,13.662640199,18.896126105,89.293458654,31.516700526,42.006829356,121.87538198,78.780172806,1801.4075317,26.260057602,7.3639314969,1.0420657779,3.1493543509,15.746771754,635.47486836,3.1493543509,3.1493543509,47.26347228,111.33893911,10.513285848,,21.003414678,,13.662640199,,,,,
1985,132,cpue,349.2712709,161.77445962,2.1494343445,2802.7679046,50.35817607,2.1494343445,114.65224514,3462.7387289,11259.25674,548.55454083,37.508810319,7.5112101268,5.3617757823,53.570517508,996.39272953,298.91309483,17.14823444,333.20956371,154.28686965,20.360575878,,,,54.633424602,,112.5028108,,,
1985,133,cpue,294.45142143,269.65025591,,3407.2473695,122.95956555,5.3977608547,48.508511646,2279.0440148,7034.5188852,73.333455841,146.69069036,,48.532290328,194.15293999,1225.2679353,319.27636562,29.12888567,221.11796559,24.801165513,244.8490904,,,,9.7017023292,,,490.74444282,468.10713738,
1985,134,cpue,128.11368107,414.5851146,2.3363416788,1643.1927486,8.1643588335,8.1643588335,457.66622819,,2871.8003826,214.27590825,37.253096438,,206.1372235,556.66549757,957.25823618,2007.6877246,23.286394535,271.34939783,328.39721333,314.43051143,29.114411689,,,5.8280171547,13.966701904,,886.2180447,,
1985,135,cpue,222.61200589,124.86764413,21.712989498,1422.500054,5.4342322118,,1803.6384287,629.7963922,602.64917049,879.5556198,184.59631976,43.425978997,124.86764413,,293.1852066,1030.4932149,86.875897343,521.20750536,1701.5610447,255.16952047,119.45735126,515.79721249,,13.023005829,16.278757287,,,,
1985,150,cpue,204.92468302,37.760547301,75.497315919,62.561712814,10.795521709,114.32790392,300.91922298,26.965025591,1801.2351751,53.930051183,12.935603106,,,107.86010237,10.795521709,3.2339007764,129.4273671,,24.801165513,,4.3039414745,44.228348854,16.169503882,,,,,,
1985,152,cpue,392.21023983,143.85171525,392.21023983,1972.3244562,78.665035468,148.33624168,1068.7790976,4429.0520962,7041.9700932,78.665035468,73.040795137,,61.817090864,67.441331195,1005.8470693,2.2546514103,1528.4306687,104.50680932,7.8788917414,2.2546514103,,55.077913023,313.54520436,59.562439454,21.357247425,,,,
1985,153,cpue,188.05665927,51.285895453,364.73041279,700.96586946,131.06674703,7.9906490711,115.11057671,626.88903467,2803.8634778,,112.82394443,,482.12762178,113.97982449,393.22536891,5.7040167897,302.03648376,17.086922542,,,2.2866322813,4.5481367354,142.47478061,1.130752227,6.8347690168,,,,
1985,154,cpue,171.7999948,49.87111213,49.87111213,459.95777302,46.548000298,7.7702173726,130.77422446,471.05110223,1208.0977589,,50.970671192,,243.83333069,210.57777773,60.964441335,2.2235527701,177.32222476,38.802217571,1.0995590622,,12.192888267,52.0946649,199.50888317,1.0995590622,,,,,
1985,155,cpue,116.38221807,33.255552969,19.938670994,493.21332599,49.87111213,,128.57510633,304.79777203,1717.9266441,,48.747118422,,166.2533302,265.99555446,343.57555495,3.3231118323,16.615559161,22.162223764,,,27.708888366,31.032000199,116.38221807,,1.0995590622,,,,
1985,156,cpue,49.96142126,48.860211209,27.14722171,477.78152636,,16.278757287,34.759934677,32.581453922,2817.828947,97.720422417,21.712989498,,,97.720422417,54.29444342,,7.6127129664,5.4342322118,16.278757287,,,,325.76666052,,,,,,
1985,157,cpue,96.419112428,63.163559459,1.0995590622,116.38221807,2.2235527701,,8.8697764347,770.30220965,1884.1799743,8.8697764347,,2.1991181243,7.7702173726,105.28888886,155.16000099,1.0995590622,2.2235527701,227.21777153,105.28888886,1.0995590622,,,116.38221807,6.6462236646,3.3231118323,,,,
1985,158,cpue,1173.1659892,85.717552045,,1242.8218341,48.208741726,,11.786458658,1371.3863521,2989.2018087,128.56451799,,1.0629070934,10.723551565,160.71155252,471.41110601,3.2123414379,,,5.3617757823,16.061707189,,,1.0629070934,2.1494343445,2.1494343445,,,,
1985,159,cpue,803.543777,100.44005845,10.582452202,993.86475108,21.141595038,,11.631373676,898.69260936,3256.4582981,317.19385367,5.291226101,1.0489214738,8.4612998884,253.74575919,597.37243399,19.020442724,,47.574416177,,8.4612998884,,,,,,,,,
1985,160,cpue,220.15281168,272.98269164,3.3003507923,1823.9291585,71.539956881,4.392378628,49.52952917,1832.738183,3434.3304741,22.010427711,28.611129295,24.218750667,22.010427711,440.30562336,1067.7120159,225.63721814,,247.67191314,17.593781797,58.338553712,,,,1.0920278357,2.2083229566,,2.2083229566,,
1985,161,cpue,127.26350702,499.37610445,,816.48860999,18.33336396,,567.33557812,580.27118122,3674.7337653,108.93014306,36.666727921,14.029422486,129.4273671,118.65562407,1134.6711562,779.79810339,36.666727921,299.84918228,166.09409502,18.33336396,,,,,5.3977608547,,534.97279167,,
1985,176,cpue,370.86675707,20.591932294,16.473545835,281.59467412,13.748143032,71.435835709,1274.7011735,,5343.212761,61.806079136,24.710318753,,,34.340075326,,2.755685057,233.50645576,,333.80127894,,71.435835709,743.09621554,48.088218357,5.4810878606,2.755685057,,,,
1985,179,cpue,244.15066783,72.109615846,90.665066601,966.31427572,81.375985378,74.176379639,132.88609837,253.41703736,4616.2645571,153.50831291,108.15306792,4.1108158955,,82.42072312,795.29524979,29.86587239,297.72754461,,18.532739065,,26.777082546,83.442749171,86.531539015,16.488686962,,,,,
1985,180,cpue,447.92864887,90.0330051,54.703279961,2007.1605865,108.2758077,7.9906490711,517.45734692,135.64001159,2671.6408507,243.91581929,80.936731629,,1.130752227,1.130752227,406.89490694,,121.94534573,,64.955433487,,,,149.30954962,,,,,,
1985,181,cpue,334.81573443,61.387805511,78.1187505,485.46805232,50.217439298,2.2389941088,84.811128496,117.19042792,7477.4283805,94.87429982,188.61680042,,,11.170366213,228.79567272,6.6923779956,50.217439298,4.4533838868,39.071677415,,,18.969939098,602.65848023,3.3461889978,,,,,
1985,182,cpue,125.22517986,67.823595485,35.476249741,699.1950103,39.663459503,9.3867119938,31.289039979,187.84927311,2885.4476589,15.64451999,98.100342994,,5.2225088789,67.823595485,109.58065987,1.035299117,,6.2578079959,17.738124871,26.089537748,,,250.45035972,2.093604881,,,,,
1985,183,cpue,61.733080856,8.517334987,8.517334987,1937.0249932,8.517334987,1210.0950889,204.34564849,,14270.102591,,2.1351996799,96.858288778,148.99470294,1330.370183,631.12748342,,245.85299172,1104.7429289,9299.8270103,26.607872935,,,596.00227549,,43.642542909,,,,
1985,184,cpue,314.8981961,38.015686134,,830.69540859,2.1784807545,445.20007244,46.705669803,249.7592276,4148.0188714,119.45735126,,28.224492413,138.99186001,331.20089273,179.16208755,2.1784807545,2.1784807545,5.4342322118,760.09826854,5.4342322118,,,260.60375268,1.0772707028,27.14722171,,,,
1985,185,cpue,377.17535385,19.667396558,38.274296244,929.26038519,32.803096466,,6.5799010545,524.75313465,2148.2533366,415.4496501,,2.1933003515,21.86069691,147.57778079,470.08934127,19.667396558,,,10.942399556,21.86069691,,,,2.1933003515,,125.71708388,,,
1985,186,cpue,711.23805733,114.02311905,5.4342322118,906.70284151,16.278757287,2.1784807545,143.34882152,803.54818688,2958.9992877,727.54075396,,,200.87507705,352.91388223,814.39271196,44.5032497,1.0772707028,190.03055197,5.4342322118,16.278757287,,,2.1784807545,2.1784807545,27.14722171,,,238.89076318,
1985,187,cpue,27.51910146,55.038202919,11.017347498,770.51057359,8.8090245413,,187.12503647,33.027775209,660.45843503,66.055550417,47.345473499,10.993080213,286.18409481,286.18409481,198.14238397,209.13546418,231.14589189,148.58858751,,1.0920278357,2.2083229566,,3.3003507923,,27.51910146,,352.23964523,,
1985,202,cpue,138.87777867,24.801165513,25.785338748,634.90108893,44.63772382,52.576721246,388.87965078,99.204662052,2440.3996937,94.240054846,23.816992278,,,,143.84238587,,143.84238587,,29.765772719,,9.9292144118,181.54715602,99.204662052,,1.9902169856,,,,
1985,203,cpue,548.55454083,9.6370243136,39.634624506,1146.3807305,5.3617757823,413.56533997,75.017620638,385.69355396,6053.3739978,298.91309483,71.8052792,,,1.0629070934,212.13263569,,17.14823444,5.3617757823,216.43150438,2.1494343445,,,212.13263569,2.1494343445,37.508810319,,,,
1988,78,cpue,165.43836289,103.99816463,,709.00071394,11.337675663,37.806146421,66.19201821,26.468470758,667.4222894,345.04882036,,,1.8965597157,,,,,,2.8344189158,,,,,,,,,,
1988,79,cpue,159.68430134,87.018466077,,1285.6662424,34.798359619,322.4377187,161.715334,319.36860268,1813.8701369,594.73149766,3.0691160235,6.1382320469,101.34852986,15.345580117,,3.0691160235,14.330063786,9.2073480704,403.31795273,,194.48266096,290.7084751,,17.399179809,,,,,
1988,80,cpue,704.73160993,538.03344776,,5225.5417552,259.52098039,,2657.1797081,1855.6421292,8388.8016792,1002.1915516,,6.9980218573,6.9980218573,79.861073334,334.38661044,222.59431159,29.950653295,111.79229885,1952.4701045,,,,,,,,,,
1988,81,cpue,94.775882496,328.63815474,146.28599548,5113.8322623,36.066163768,,5289.9841302,657.25359779,2849.499478,21.644240599,14.421923169,153.50831291,6.1775796882,211.19600559,116.4201231,635.60935719,365.72634456,474.92415022,5472.3362894,1972.8055311,365.72634456,2549.7051696,,,,,,,
1988,82,cpue,93.83511069,178.66962094,38.929247376,1509.2620536,,,6474.2705359,1050.099393,412.2451052,,54.905863314,178.66962094,256.52811569,22.952631438,,1369.52168,209.61056035,467.15096851,4551.7510846,69.870186783,1517.2503615,11631.922676,,,,,364.33726374,,
1988,103,cpue,215.37727408,125.71708388,,673.43961672,8.7490992043,,804.62790038,60.134993154,2065.1730474,220.84847385,,3.2778994264,8.7490992043,64.497491655,,,9.8336982792,,30.609796114,,,182.57417761,,15.304898057,,,,,
1988,104,cpue,97.634968032,171.90391937,,1998.6913954,65.097453422,232.92016834,393.61198757,1297.867864,3406.4154166,142.3936718,,,2.0406022258,151.56516971,,2.0406022258,10.180586929,,69.156233673,,,54.916866493,,10.180586929,,,,,
1988,105,cpue,373.04818048,417.8405885,,1935.328352,84.731947285,14.60155199,628.21030152,1073.3429085,2336.6133573,1016.847786,36.997755999,,5.8406207961,149.98800096,,110.04846169,42.859849666,141.22706977,1048.0263941,5.8406207961,,44.813880888,8.7609311942,31.157135203,,,,,
1988,106,cpue,63.056851196,45.767792778,108.82464397,825.92814483,69.156233673,,,299.04913497,5126.4188509,163.76393467,62.047762183,27.469645347,,356.00660369,208.52263843,123.06401115,72.228349112,299.04913497,,190.2020668,,,,,2.0406022258,,54.916866493,,
1988,107,cpue,3.8865895739,,17.521862388,469.46136936,28.236824805,112.99024496,2685.2898296,371.09414926,494.77788377,,24.350235231,91.560320128,77.925047313,33.111166425,,929.19552835,32.144887249,777.25349617,3168.4079447,223.03870665,371.09414926,2236.2921059,,17.521862388,28.236824805,,28.236824805,,
1988,123,cpue,210.92062635,155.69374529,,361.58770684,5.026664796,72.321970148,78.322966446,45.195695368,1913.4320632,135.5870861,10.053329592,,45.195695368,276.2229809,,,115.50257082,5.026664796,3.011570098,,52.237454862,6.023140196,75.333540246,,,5.026664796,,,
1988,125,cpue,178.33939139,73.496136825,,684.97016878,9.8081264311,,,487.03612833,4140.2175631,390.01345035,16.656531891,,105.83702948,48.99742455,243.99334783,,239.11088841,,,,,,64.681785319,7.8421803844,,,,,
1988,126,cpue,60.007159957,8.1399847027,,862.54686389,37.627808075,,544.19049247,483.1518193,3212.1321453,172.91300838,,,10.180586929,,25.429043121,,103.75677471,3.0496912385,,,,167.82271492,60.007159957,8.1399847027,,,,,
1988,127,cpue,118.83086576,112.00249291,,320.43964758,,7.7946520184,387.64973247,465.57477979,3060.2920413,81.811636887,37.01922887,3.8865895739,3.8865895739,9.7486832406,,,53.574812082,,7.7946520184,,30.190856027,412.96624688,96.434661748,,,,,,
1988,128,cpue,771.40482305,106.46786052,,694.0561881,10.053329592,2.0150946979,190.83611106,452.99771688,4859.4340799,260.14651111,4.0080454981,,6.023140196,40.169030572,,,67.295305352,,12.06842429,,15.05785049,211.93924565,144.6439403,,,,,,
1988,129,cpue,360.74422564,34.835603108,,475.38457812,11.248480662,2.2546514103,28.071648877,516.95935907,5833.8485831,1676.7669104,4.4845264314,,4.4845264314,,,2.2546514103,,,,,,,41.57478095,4.4845264314,,,,,
1988,130,cpue,209.53172744,61.03867317,,601.12553699,,55.948379706,53.90777748,274.62918087,2530.6606987,95.616790007,,2.0406022258,56.957468719,82.38651184,,1.0090890127,6.099382477,,3.0496912385,,,41.709012526,12.198764954,6.099382477,,,,,
1988,131,cpue,210.30688499,208.316668,8.9231706608,1884.8667085,64.474282127,55.551111467,68.432845582,1086.2648049,1826.3193363,80.35227698,,,0.9841732346,8.9231706608,,,7.9389974261,17.846341322,5.9487804405,1.9902169856,,,10.913387646,22.810948527,,,,,
1988,132,cpue,220.48841048,158.74474233,5.8762343376,2869.2442457,23.526541153,5.8762343376,44.093361335,684.97016878,7254.4273278,202.83810366,20.588423984,2.9381171688,49.969595672,80.344542285,,246.9530688,2.9381171688,158.74474233,20.588423984,5.8762343376,,,,,,,,,
1988,133,cpue,122.65388433,430.31420727,35.943042501,2242.5241828,99.391136981,3.1700737874,16.922599777,609.00380767,7071.1992232,430.31420727,20.092673564,3.1700737874,,52.865642278,59.205789853,459.9171022,16.922599777,237.89539025,,515.95281826,,,,,,,,,
1988,134,cpue,4.2189952611,54.986794591,,288.63988021,50.744489964,,919.85751376,,9747.2076871,274.88735423,37.015273341,82.468537204,54.986794591,37.015273341,159.64584831,297.1011801,151.18454842,274.88735423,919.85751376,444.06673326,,,,,9.5102213622,,148.01447463,,
1988,135,cpue,45.643767571,26.791382499,2.9743902203,554.54881195,,29.765772719,334.31271255,747.00935561,138.87777867,108.12783271,14.871951101,32.740162939,96.230271832,,,1109.0976239,14.871951101,1075.3514172,1382.8946178,1457.2981143,120.02539359,1075.3514172,,,29.765772719,,1483.0834531,,
1988,150,cpue,117.86458658,144.62622518,2.1494343445,636.39790707,17.14823444,76.080527731,72.868186293,21.423482972,956.75810502,66.41988326,26.785258754,,86.780459138,101.77925923,,,145.71275243,,32.147034536,,,,26.785258754,,,,,,
1988,152,cpue,211.46256911,84.589689518,,412.34268602,2.1211523136,,,359.47704374,3552.5105567,26.432821139,42.283190076,,21.141595038,84.589689518,52.865642278,2.1211523136,750.67813473,2.1211523136,,1.0489214738,,,58.156868379,,2.1211523136,,,,
1988,153,cpue,192.24266903,129.18581783,,896.09346751,4.0587802512,,277.67887211,1215.4813521,2691.3749422,87.476805304,138.33489155,,980.52058158,389.57563152,344.81692775,,333.62725181,,,,,,104.76586372,,5.0902934643,,,,
1988,154,cpue,70.30687545,192.85120576,,870.83092408,14.06137509,,,339.48809686,1138.0191947,101.44119573,77.348634944,,85.386869838,1106.8848744,212.93572105,15.05785049,77.348634944,,,,,,54.230405662,,2.0150946979,,,,
1988,155,cpue,256.52811569,35.936382682,0.9902861119,727.68424137,10.981172663,3.9831508056,84.856516609,1890.5662194,2881.7765983,385.30932295,59.879300232,,2.9928646937,379.32359357,,2.9928646937,85.846802721,13.974037357,13.996043715,,142.73323826,116.78774213,128.7592009,6.9980218573,,,,,
1988,156,cpue,68.59207361,58.805550981,,318.48325958,3.9102882908,0.972171122,5.8762343376,,1254.3167854,382.17126997,15.684360769,,,,44.093361335,,,9.8081264311,,,,,21.560595106,,,,,,
1988,157,cpue,439.26407147,208.92029425,,1096.0461746,1.0629070934,2.1494343445,21.423482972,707.11665901,3191.6738,102.84216633,1.0629070934,,3.2123414379,,,,2.1494343445,1.0629070934,,,,,230.34377722,2.1494343445,,87.843366231,,,
1988,158,cpue,560.57804465,255.41404382,3.8171861887,3038.1638648,20.098223413,5.7363239962,9.5535101849,432.37542121,2035.6357993,128.181534,1.9191378076,,5.7363239962,,,,15.310923608,20.098223413,3.8171861887,1.9191378076,,,7.6554618038,1.9191378076,3.8171861887,,,,
1988,159,cpue,239.08848447,60.515718673,2.9743902203,1215.2352396,18.852385073,,10.913387646,720.21797311,4381.8016868,79.368103745,,2.9743902203,44.63772382,357.12366108,,44.659594337,,12.903604632,7.9389974261,,,,,,,,,,
1988,160,cpue,265.85799645,443.44658901,8.9231706608,5832.144977,118.05704712,5.9487804405,23.795121762,177.56672205,5979.9677968,265.85799645,23.816992278,17.846341322,2.9743902203,119.04122036,856.12136156,481.12948864,,162.69477095,,8.9231706608,,,,,8.9231706608,,,136.9094322,
1988,161,cpue,31.729243595,85.980382716,42.990191358,3930.7026459,53.235622789,,985.75041927,128.97057407,1007.2342314,81.895750361,74.719434953,21.506379194,17.399179809,716.52575633,364.41239373,291.72399144,53.235622789,74.719434953,728.82478745,364.41239373,,,,,10.245431431,,122.83234203,,
1988,176,cpue,447.99835278,11.017347498,,395.16847281,,,1639.012445,,3928.5580053,,26.427073624,,,,,,527.25530636,,1598.2919403,,68.239606089,2741.960559,184.91671351,20.918399875,,,,,
1988,179,cpue,332.12303646,32.147034536,,707.11665901,16.061707189,41.78405885,202.47199122,326.78488083,5472.6724224,667.48203451,26.785258754,,,1.0629070934,,23.572917316,388.9058954,16.061707189,,,4.2752485313,202.49561137,8.5741172202,8.5741172202,,,,,
1988,180,cpue,161.72333244,32.537514611,,322.43757587,3.0496912385,16.279969405,386.52594028,178.00330185,2712.7227808,96.62587902,31.528425598,,10.180586929,30.519336585,,3.0496912385,307.16669548,80.345909614,84.427114066,,10.180586929,112.90584843,274.62918087,6.099382477,6.099382477,,,,
1988,181,cpue,177.16327447,134.38096165,,2632.2247234,17.557919222,16.457526213,218.30104388,170.58510087,2747.4032224,268.21777291,26.324786603,1.1003930091,1.6445433982,3.2890867965,,10.423503009,37.848682621,112.98980524,46.615550001,,20.290763399,272.0510101,491.99659738,4.3894798056,,,,,
1988,182,cpue,738.44012742,132.74005358,,3338.2682719,36.618719062,258.34921146,131.21520796,81.377422827,6072.8658602,188.17267668,74.246527137,9.1490737155,8.1399847027,27.974189853,,48.817484016,1574.0331026,,177.48754524,,,,496.37088537,,33.569027824,,,,
1988,183,cpue,98.712575435,74.895583156,,2401.2077284,12.400582757,503.95137243,413.66988104,253.46834895,3815.3443787,109.61502782,24.801165513,14.871951101,2.4823036029,21.826775293,,,239.07754921,345.72912207,46.12491893,,,,653.74253874,,31.242032571,81.347385473,2.4823036029,,
1988,184,cpue,582.57273473,125.55590041,1.505785049,1049.133589,14.55961279,63.774425605,63.774425605,372.64858378,2900.2970117,274.2078862,120.54030756,27.12627478,24.612942382,38.674317472,,54.241477611,1045.6127093,168.73650108,421.3651589,,,,385.19310187,2.513332398,9.0457822429,,,,
1988,185,cpue,224.19466285,47.612114041,1.9902169856,597.19631878,3.9585634549,,8.9231706608,97.214445067,1467.2054582,192.46054366,1.9902169856,,10.913387646,53.560894481,,1.9902169856,,24.801165513,,,,,,2.9743902203,0.9841732346,,,,
1988,186,cpue,513.44874731,436.63866867,,10471.350674,108.14021225,76.810078637,77.835104346,76.810078637,1128.9989684,2437.9122319,,15.152553952,,99.048679879,513.44874731,61.657524685,103.10421638,179.91429502,,20.210832992,,,,10.11655808,5.0582790399,,,,
1988,187,cpue,159.66613048,195.14238022,15.64451999,1568.4781622,26.089537748,20.867028869,216.00940909,,2329.23896,,5.2225088789,10.445017758,40.69875862,1575.7712693,1224.0916626,498.8301212,231.67693573,195.14238022,15.64451999,73.046104364,10.445017758,,,,51.143776378,,385.08525822,,
1988,202,cpue,883.90954675,28.294287416,,380.27622091,,123.35710493,1454.2864518,256.91911598,4193.1435327,133.53706019,12.450484498,,2.2705292371,1.1227891832,,3.3933184203,351.98193349,75.825696171,,,,153.92192158,285.2134034,3.3933184203,7.9343768945,56.588574833,,,
1988,203,cpue,692.27708851,112.38570107,,1489.0857627,3.3695889209,3211.9367569,165.20896268,778.82101572,8105.1249505,138.22747492,60.677376965,,28.096425267,61.817090864,,,43.82943236,130.37335957,,,,3.3695889209,623.72081981,2.2546514103,43.82943236,,,,
1991,78,cpue,340.57608082,228.81832174,,1080.2702556,85.149886137,,260.75246201,85.149886137,1803.9856285,436.35503789,,,11.708402641,42.563211202,,,5.3262673335,,,96.858288778,39.372143549,179.87297523,,,,,159.64723761,20.225737627,
1991,79,cpue,54.905863314,59.90130659,2.9928646937,823.49992428,99.820840077,39.919533488,248.53980772,404.25679723,2260.9112189,79.861073334,,2.9928646937,6.9980218573,,119.78060682,3.9831508056,6.9980218573,9.990886551,,89.829953526,5.9857293874,165.70787605,,3.9831508056,,,,,
1991,80,cpue,82.711990583,93.050989406,,784.74865815,31.016996469,,268.79324996,577.98940113,8425.4759826,929.47392224,,16.907060199,8.4535300997,79.894147217,62.033992937,217.09825584,24.428215656,134.38626526,20.677997646,113.70826762,,,,1.8854687232,,,,497.16287927,
