# NOAA_1976_1991_Crab.csv,,,,,,,,,
#  Data provided by NOAA Kodiak over years,,,,,,,,,
#  The original data may not exist or hidden in NOAA,,,,,,,,,
#,,,,,,,,,
#,,,,,,,,,
#,,,,,,,,,
Year,Haul,NMFS_Station,Sex,Size_mm,Shell,Egg color,Egg condition,Clutch,Sampling Factor
1976,236,i12,1,122,2,,,,1
1976,236,i12,1,125,2,,,,1
1976,236,i12,1,127,2,,,,1
1976,236,i12,1,129,3,,,,1
1976,236,i12,2,68,2,2,2,6,1
1976,236,i12,2,74,2,2,2,6,1
1976,237,i12,1,92,2,,,,1
1976,237,i12,1,95,2,,,,1
1976,237,i12,1,96,2,,,,1
1976,237,i12,1,98,2,,,,1
1976,237,i12,1,98,2,,,,1
1976,237,i12,1,99,2,,,,1
1976,237,i12,1,100,2,,,,1
1976,237,i12,1,102,2,,,,1
1976,237,i12,1,104,2,,,,1
1976,237,i12,1,108,2,,,,1
1976,237,i12,1,109,2,,,,1
1976,237,i12,1,109,2,,,,1
1976,237,i12,1,110,2,,,,1
1976,237,i12,1,110,2,,,,1
1976,237,i12,1,111,2,,,,1
1976,237,i12,1,112,2,,,,1
1976,237,i12,1,112,2,,,,1
1976,237,i12,1,112,2,,,,1
1976,237,i12,1,113,2,,,,1
1976,237,i12,1,113,2,,,,1
1976,237,i12,1,114,2,,,,1
1976,237,i12,1,115,2,,,,1
1976,237,i12,1,115,2,,,,1
1976,237,i12,1,116,2,,,,1
1976,237,i12,1,116,2,,,,1
1976,237,i12,1,117,1,,,,1
1976,237,i12,1,117,2,,,,1
1976,237,i12,1,117,2,,,,1
1976,237,i12,1,118,2,,,,1
1976,237,i12,1,118,2,,,,1
1976,237,i12,1,122,2,,,,1
1976,237,i12,2,69,2,2,2,7,1
1976,237,i12,2,82,2,2,2,6,1
1976,238,i12,1,83,2,,,,1
1976,238,i12,1,87,2,,,,1
1976,238,i12,1,88,2,,,,1
1976,238,i12,1,88,2,,,,1
1976,238,i12,1,89,2,,,,1
1976,238,i12,1,90,2,,,,1
1976,238,i12,1,91,2,,,,1
1976,238,i12,1,92,2,,,,1
1976,238,i12,1,94,1,,,,1
1976,238,i12,1,95,2,,,,1
1976,238,i12,1,95,2,,,,1
1976,238,i12,1,95,2,,,,1
1976,238,i12,1,95,2,,,,1
1976,238,i12,1,96,2,,,,1
1976,238,i12,1,96,2,,,,1
1976,238,i12,1,97,2,,,,1
1976,238,i12,1,97,2,,,,1
1976,238,i12,1,97,2,,,,1
1976,238,i12,1,97,2,,,,1
1976,238,i12,1,97,2,,,,1
1976,238,i12,1,97,2,,,,1
1976,238,i12,1,98,2,,,,1
1976,238,i12,1,98,2,,,,1
1976,238,i12,1,98,2,,,,1
1976,238,i12,1,99,2,,,,1
1976,238,i12,1,100,2,,,,1
1976,238,i12,1,100,2,,,,1
1976,238,i12,1,100,2,,,,1
1976,238,i12,1,101,2,,,,1
1976,238,i12,1,102,2,,,,1
1976,238,i12,1,102,2,,,,1
1976,238,i12,1,102,2,,,,1
1976,238,i12,1,102,2,,,,1
1976,238,i12,1,102,2,,,,1
1976,238,i12,1,103,2,,,,1
1976,238,i12,1,103,2,,,,1
1976,238,i12,1,103,2,,,,1
1976,238,i12,1,104,2,,,,1
1976,238,i12,1,104,2,,,,1
1976,238,i12,1,104,2,,,,1
1976,238,i12,1,105,2,,,,1
1976,238,i12,1,105,2,,,,1
1976,238,i12,1,105,2,,,,1
1976,238,i12,1,105,2,,,,1
1976,238,i12,1,106,2,,,,1
1976,238,i12,1,106,2,,,,1
1976,238,i12,1,106,2,,,,1
1976,238,i12,1,106,2,,,,1
1976,238,i12,1,106,2,,,,1
1976,238,i12,1,106,2,,,,1
1976,238,i12,1,106,2,,,,1
1976,238,i12,1,107,2,,,,1
1976,238,i12,1,107,2,,,,1
1976,238,i12,1,107,2,,,,1
1976,238,i12,1,107,2,,,,1
1976,238,i12,1,107,2,,,,1
1976,238,i12,1,107,2,,,,1
1976,238,i12,1,107,2,,,,1
1976,238,i12,1,107,2,,,,1
1976,238,i12,1,108,2,,,,1
1976,238,i12,1,108,2,,,,1
1976,238,i12,1,108,2,,,,1
1976,238,i12,1,108,2,,,,1
1976,238,i12,1,108,2,,,,1
1976,238,i12,1,108,2,,,,1
1976,238,i12,1,109,2,,,,1
1976,238,i12,1,109,2,,,,1
1976,238,i12,1,109,2,,,,1
1976,238,i12,1,109,2,,,,1
1976,238,i12,1,110,2,,,,1
1976,238,i12,1,110,2,,,,1
1976,238,i12,1,110,2,,,,1
1976,238,i12,1,111,2,,,,1
1976,238,i12,1,111,2,,,,1
1976,238,i12,1,112,2,,,,1
1976,238,i12,1,112,2,,,,1
1976,238,i12,1,112,2,,,,1
1976,238,i12,1,112,2,,,,1
1976,238,i12,1,113,2,,,,1
1976,238,i12,1,113,2,,,,1
1976,238,i12,1,113,2,,,,1
1976,238,i12,1,114,2,,,,1
1976,238,i12,1,114,2,,,,1
1976,238,i12,1,114,2,,,,1
1976,238,i12,1,114,2,,,,1
1976,238,i12,1,114,2,,,,1
1976,238,i12,1,114,2,,,,1
1976,238,i12,1,114,2,,,,1
1976,238,i12,1,115,2,,,,1
1976,238,i12,1,116,2,,,,1
1976,238,i12,1,117,2,,,,1
1976,238,i12,1,118,2,,,,1
1976,238,i12,1,118,2,,,,1
1976,238,i12,1,118,2,,,,1
1976,238,i12,1,118,2,,,,1
1976,238,i12,1,120,2,,,,1
1976,238,i12,1,124,2,,,,1
1976,238,i12,1,125,3,,,,1
1976,238,i12,2,89,2,2,1,6,1
1976,239,i12,1,0,2,,,,1
1976,239,i12,1,69,2,,,,1
1976,239,i12,1,87,2,,,,1
1976,239,i12,1,90,2,,,,1
1976,239,i12,1,90,2,,,,1
1976,239,i12,1,90,2,,,,1
1976,239,i12,1,92,2,,,,1
1976,239,i12,1,93,2,,,,1
1976,239,i12,1,94,2,,,,1
1976,239,i12,1,95,2,,,,1
1976,239,i12,1,95,2,,,,1
1976,239,i12,1,96,2,,,,1
1976,239,i12,1,96,2,,,,1
1976,239,i12,1,97,2,,,,1
1976,239,i12,1,97,2,,,,1
1976,239,i12,1,98,2,,,,1
1976,239,i12,1,98,2,,,,1
1976,239,i12,1,98,2,,,,1
1976,239,i12,1,98,2,,,,1
1976,239,i12,1,99,2,,,,1
1976,239,i12,1,99,2,,,,1
1976,239,i12,1,100,2,,,,1
1976,239,i12,1,100,2,,,,1
1976,239,i12,1,100,2,,,,1
1976,239,i12,1,101,1,,,,1
1976,239,i12,1,101,2,,,,1
1976,239,i12,1,102,2,,,,1
1976,239,i12,1,102,2,,,,1
1976,239,i12,1,103,2,,,,1
1976,239,i12,1,103,2,,,,1
1976,239,i12,1,103,2,,,,1
1976,239,i12,1,105,2,,,,1
1976,239,i12,1,105,2,,,,1
1976,239,i12,1,105,2,,,,1
1976,239,i12,1,105,2,,,,1
1976,239,i12,1,106,2,,,,1
1976,239,i12,1,106,2,,,,1
1976,239,i12,1,106,2,,,,1
1976,239,i12,1,106,2,,,,1
1976,239,i12,1,106,2,,,,1
1976,239,i12,1,106,2,,,,1
1976,239,i12,1,106,2,,,,1
1976,239,i12,1,106,2,,,,1
1976,239,i12,1,106,2,,,,1
1976,239,i12,1,106,2,,,,1
1976,239,i12,1,107,2,,,,1
1976,239,i12,1,107,2,,,,1
1976,239,i12,1,107,2,,,,1
1976,239,i12,1,107,2,,,,1
1976,239,i12,1,107,2,,,,1
1976,239,i12,1,107,2,,,,1
1976,239,i12,1,108,2,,,,1
1976,239,i12,1,108,2,,,,1
1976,239,i12,1,108,2,,,,1
1976,239,i12,1,108,2,,,,1
1976,239,i12,1,109,2,,,,1
1976,239,i12,1,109,2,,,,1
1976,239,i12,1,109,2,,,,1
1976,239,i12,1,109,2,,,,1
1976,239,i12,1,109,2,,,,1
1976,239,i12,1,109,2,,,,1
1976,239,i12,1,110,2,,,,1
1976,239,i12,1,110,2,,,,1
1976,239,i12,1,110,2,,,,1
1976,239,i12,1,110,2,,,,1
1976,239,i12,1,110,2,,,,1
1976,239,i12,1,111,2,,,,1
1976,239,i12,1,111,2,,,,1
1976,239,i12,1,111,2,,,,1
1976,239,i12,1,111,2,,,,1
1976,239,i12,1,112,2,,,,1
1976,239,i12,1,113,2,,,,1
1976,239,i12,1,113,2,,,,1
1976,239,i12,1,113,2,,,,1
1976,239,i12,1,113,2,,,,1
1976,239,i12,1,113,2,,,,1
1976,239,i12,1,114,2,,,,1
1976,239,i12,1,114,2,,,,1
1976,239,i12,1,114,2,,,,1
1976,239,i12,1,114,2,,,,1
1976,239,i12,1,114,2,,,,1
1976,239,i12,1,115,2,,,,1
1976,239,i12,1,115,2,,,,1
1976,239,i12,1,115,2,,,,1
1976,239,i12,1,115,2,,,,1
1976,239,i12,1,116,2,,,,1
1976,239,i12,1,116,2,,,,1
1976,239,i12,1,116,2,,,,1
1976,239,i12,1,116,2,,,,1
1976,239,i12,1,116,2,,,,1
1976,239,i12,1,116,2,,,,1
1976,239,i12,1,118,2,,,,1
1976,239,i12,1,118,2,,,,1
1976,239,i12,1,120,2,,,,1
1976,239,i12,1,121,2,,,,1
1976,239,i12,1,121,2,,,,1
1976,239,i12,1,129,2,,,,1
1976,239,i12,1,138,2,,,,1
1976,239,i12,2,71,2,0,0,0,1
1976,239,i12,2,80,2,0,0,0,1
1976,240,i12,1,0,2,,,,2
1976,240,i12,1,69,2,,,,2
1976,240,i12,1,75,2,,,,2
1976,240,i12,1,85,2,,,,2
1976,240,i12,1,88,2,,,,2
1976,240,i12,1,89,2,,,,2
1976,240,i12,1,89,2,,,,2
1976,240,i12,1,92,2,,,,2
1976,240,i12,1,92,2,,,,2
1976,240,i12,1,94,2,,,,2
1976,240,i12,1,95,2,,,,2
1976,240,i12,1,95,2,,,,2
1976,240,i12,1,95,2,,,,2
1976,240,i12,1,96,2,,,,2
1976,240,i12,1,96,2,,,,2
1976,240,i12,1,96,2,,,,2
1976,240,i12,1,99,2,,,,2
1976,240,i12,1,99,2,,,,2
1976,240,i12,1,99,2,,,,2
1976,240,i12,1,101,2,,,,2
1976,240,i12,1,101,2,,,,2
1976,240,i12,1,101,2,,,,2
1976,240,i12,1,102,2,,,,2
1976,240,i12,1,102,2,,,,2
1976,240,i12,1,102,2,,,,2
1976,240,i12,1,102,2,,,,2
1976,240,i12,1,103,2,,,,2
1976,240,i12,1,103,2,,,,2
1976,240,i12,1,103,2,,,,2
1976,240,i12,1,103,2,,,,2
1976,240,i12,1,104,2,,,,2
1976,240,i12,1,104,2,,,,2
1976,240,i12,1,104,2,,,,2
1976,240,i12,1,104,2,,,,2
1976,240,i12,1,104,2,,,,2
1976,240,i12,1,104,2,,,,2
1976,240,i12,1,104,2,,,,2
1976,240,i12,1,105,2,,,,2
1976,240,i12,1,105,2,,,,2
1976,240,i12,1,105,2,,,,2
1976,240,i12,1,105,2,,,,2
1976,240,i12,1,106,2,,,,2
1976,240,i12,1,106,2,,,,2
1976,240,i12,1,106,2,,,,2
1976,240,i12,1,106,2,,,,2
1976,240,i12,1,106,2,,,,2
1976,240,i12,1,107,2,,,,2
1976,240,i12,1,107,2,,,,2
1976,240,i12,1,107,2,,,,2
1976,240,i12,1,107,2,,,,2
1976,240,i12,1,107,2,,,,2
1976,240,i12,1,108,2,,,,2
1976,240,i12,1,108,2,,,,2
1976,240,i12,1,108,2,,,,2
1976,240,i12,1,108,2,,,,2
1976,240,i12,1,109,2,,,,2
1976,240,i12,1,109,2,,,,2
1976,240,i12,1,109,2,,,,2
1976,240,i12,1,109,2,,,,2
1976,240,i12,1,109,2,,,,2
1976,240,i12,1,109,2,,,,2
1976,240,i12,1,109,2,,,,2
1976,240,i12,1,109,2,,,,2
1976,240,i12,1,110,2,,,,2
1976,240,i12,1,110,2,,,,2
1976,240,i12,1,110,2,,,,2
1976,240,i12,1,110,2,,,,2
1976,240,i12,1,110,2,,,,2
1976,240,i12,1,110,2,,,,2
1976,240,i12,1,110,2,,,,2
1976,240,i12,1,110,2,,,,2
1976,240,i12,1,111,2,,,,2
1976,240,i12,1,111,2,,,,2
1976,240,i12,1,111,2,,,,2
1976,240,i12,1,111,2,,,,2
1976,240,i12,1,111,2,,,,2
1976,240,i12,1,111,2,,,,2
1976,240,i12,1,111,2,,,,2
1976,240,i12,1,111,2,,,,2
1976,240,i12,1,111,2,,,,2
1976,240,i12,1,112,2,,,,2
1976,240,i12,1,112,2,,,,2
1976,240,i12,1,112,2,,,,2
1976,240,i12,1,112,2,,,,2
1976,240,i12,1,112,2,,,,2
1976,240,i12,1,112,2,,,,2
1976,240,i12,1,112,2,,,,2
1976,240,i12,1,112,2,,,,2
1976,240,i12,1,112,2,,,,2
1976,240,i12,1,112,2,,,,2
1976,240,i12,1,112,2,,,,2
1976,240,i12,1,112,2,,,,2
1976,240,i12,1,113,2,,,,2
1976,240,i12,1,113,2,,,,2
1976,240,i12,1,113,2,,,,2
1976,240,i12,1,113,2,,,,2
1976,240,i12,1,113,2,,,,2
1976,240,i12,1,113,2,,,,2
1976,240,i12,1,113,2,,,,2
1976,240,i12,1,113,2,,,,2
1976,240,i12,1,113,2,,,,2
1976,240,i12,1,114,2,,,,2
1976,240,i12,1,114,2,,,,2
1976,240,i12,1,114,2,,,,2
1976,240,i12,1,114,2,,,,2
1976,240,i12,1,114,2,,,,2
1976,240,i12,1,114,2,,,,2
1976,240,i12,1,114,2,,,,2
1976,240,i12,1,114,2,,,,2
1976,240,i12,1,115,2,,,,2
1976,240,i12,1,115,2,,,,2
1976,240,i12,1,115,2,,,,2
1976,240,i12,1,115,2,,,,2
1976,240,i12,1,115,2,,,,2
1976,240,i12,1,115,2,,,,2
1976,240,i12,1,115,2,,,,2
1976,240,i12,1,115,2,,,,2
1976,240,i12,1,116,2,,,,2
1976,240,i12,1,116,2,,,,2
1976,240,i12,1,116,2,,,,2
1976,240,i12,1,116,2,,,,2
1976,240,i12,1,116,2,,,,2
1976,240,i12,1,116,2,,,,2
1976,240,i12,1,117,2,,,,2
1976,240,i12,1,117,2,,,,2
1976,240,i12,1,117,2,,,,2
1976,240,i12,1,118,2,,,,2
1976,240,i12,1,118,2,,,,2
1976,240,i12,1,118,2,,,,2
1976,240,i12,1,118,2,,,,2
1976,240,i12,1,118,2,,,,2
1976,240,i12,1,118,2,,,,2
1976,240,i12,1,119,2,,,,2
1976,240,i12,1,120,2,,,,2
1976,240,i12,1,120,2,,,,2
1976,240,i12,1,120,2,,,,2
1976,240,i12,1,121,2,,,,2
1976,240,i12,1,121,2,,,,2
1976,240,i12,1,121,2,,,,2
1976,240,i12,1,121,2,,,,2
1976,240,i12,1,122,2,,,,2
1976,240,i12,1,122,2,,,,2
1976,240,i12,1,123,2,,,,2
1976,240,i12,1,123,2,,,,2
1976,240,i12,1,124,2,,,,2
1976,240,i12,1,124,2,,,,2
1976,240,i12,1,124,2,,,,2
1976,240,i12,1,124,2,,,,2
1976,240,i12,1,126,2,,,,2
1976,240,i12,1,130,2,,,,2
1976,240,i12,1,132,1,,,,2
1976,240,i12,2,75,2,0,0,0,1
1976,240,i12,2,81,2,0,0,0,1
1976,241,i12,1,0,1,,,,1
1976,241,i12,1,0,2,,,,1
1976,241,i12,1,0,2,,,,1
1976,241,i12,1,0,2,,,,1
1976,241,i12,1,0,2,,,,1
1976,241,i12,1,80,2,,,,1
1976,241,i12,1,82,2,,,,1
1976,241,i12,1,84,2,,,,1
1976,241,i12,1,85,2,,,,1
1976,241,i12,1,93,2,,,,1
1976,241,i12,1,93,2,,,,1
1976,241,i12,1,94,2,,,,1
1976,241,i12,1,96,2,,,,1
1976,241,i12,1,97,2,,,,1
1976,241,i12,1,98,2,,,,1
1976,241,i12,1,99,2,,,,1
1976,241,i12,1,99,2,,,,1
1976,241,i12,1,101,2,,,,1
1976,241,i12,1,102,2,,,,1
1976,241,i12,1,102,2,,,,1
1976,241,i12,1,102,2,,,,1
1976,241,i12,1,103,2,,,,1
1976,241,i12,1,103,2,,,,1
1976,241,i12,1,103,2,,,,1
1976,241,i12,1,103,2,,,,1
1976,241,i12,1,104,2,,,,1
1976,241,i12,1,104,2,,,,1
1976,241,i12,1,104,2,,,,1
1976,241,i12,1,104,2,,,,1
1976,241,i12,1,105,2,,,,1
1976,241,i12,1,105,2,,,,1
1976,241,i12,1,105,2,,,,1
1976,241,i12,1,106,2,,,,1
1976,241,i12,1,106,2,,,,1
1976,241,i12,1,107,2,,,,1
1976,241,i12,1,107,2,,,,1
1976,241,i12,1,107,2,,,,1
1976,241,i12,1,107,2,,,,1
1976,241,i12,1,108,2,,,,1
1976,241,i12,1,108,2,,,,1
1976,241,i12,1,109,2,,,,1
1976,241,i12,1,109,2,,,,1
1976,241,i12,1,109,2,,,,1
1976,241,i12,1,109,2,,,,1
1976,241,i12,1,109,2,,,,1
1976,241,i12,1,110,2,,,,1
1976,241,i12,1,110,2,,,,1
1976,241,i12,1,110,2,,,,1
1976,241,i12,1,110,2,,,,1
1976,241,i12,1,110,2,,,,1
1976,241,i12,1,110,2,,,,1
1976,241,i12,1,111,2,,,,1
1976,241,i12,1,112,2,,,,1
1976,241,i12,1,112,2,,,,1
1976,241,i12,1,112,2,,,,1
1976,241,i12,1,112,2,,,,1
1976,241,i12,1,113,2,,,,1
1976,241,i12,1,113,2,,,,1
1976,241,i12,1,113,2,,,,1
1976,241,i12,1,113,2,,,,1
1976,241,i12,1,114,2,,,,1
1976,241,i12,1,114,2,,,,1
1976,241,i12,1,114,2,,,,1
1976,241,i12,1,115,2,,,,1
1976,241,i12,1,116,2,,,,1
1976,241,i12,1,117,2,,,,1
1976,241,i12,1,117,2,,,,1
1976,241,i12,1,117,2,,,,1
1976,241,i12,1,118,2,,,,1
1976,241,i12,1,118,2,,,,1
1976,241,i12,1,119,2,,,,1
1976,241,i12,1,121,2,,,,1
1976,241,i12,1,125,2,,,,1
1976,242,i12,1,0,1,,,,1
1976,242,i12,1,0,1,,,,1
1976,242,i12,1,0,1,,,,1
1976,242,i12,1,0,1,,,,1
1976,242,i12,1,0,1,,,,1
1976,242,i12,1,0,2,,,,1
1976,242,i12,1,0,2,,,,1
1976,242,i12,1,0,2,,,,1
1976,242,i12,1,0,2,,,,1
1976,242,i12,1,0,2,,,,1
1976,242,i12,1,79,2,,,,1
1976,242,i12,1,82,2,,,,1
1976,242,i12,1,82,2,,,,1
1976,242,i12,1,83,2,,,,1
1976,242,i12,1,86,2,,,,1
1976,242,i12,1,86,2,,,,1
1976,242,i12,1,87,2,,,,1
1976,242,i12,1,88,2,,,,1
1976,242,i12,1,88,2,,,,1
1976,242,i12,1,88,2,,,,1
1976,242,i12,1,89,2,,,,1
1976,242,i12,1,90,1,,,,1
1976,242,i12,1,90,2,,,,1
1976,242,i12,1,91,2,,,,1
1976,242,i12,1,91,2,,,,1
1976,242,i12,1,91,2,,,,1
1976,242,i12,1,92,2,,,,1
1976,242,i12,1,92,2,,,,1
1976,242,i12,1,92,2,,,,1
1976,242,i12,1,92,2,,,,1
1976,242,i12,1,92,2,,,,1
1976,242,i12,1,92,2,,,,1
1976,242,i12,1,92,2,,,,1
1976,242,i12,1,93,2,,,,1
1976,242,i12,1,93,2,,,,1
1976,242,i12,1,94,2,,,,1
1976,242,i12,1,94,2,,,,1
1976,242,i12,1,95,2,,,,1
1976,242,i12,1,95,2,,,,1
1976,242,i12,1,95,2,,,,1
1976,242,i12,1,97,2,,,,1
1976,242,i12,1,97,2,,,,1
1976,242,i12,1,97,2,,,,1
1976,242,i12,1,98,2,,,,1
1976,242,i12,1,98,2,,,,1
1976,242,i12,1,98,2,,,,1
1976,242,i12,1,98,2,,,,1
1976,242,i12,1,98,2,,,,1
1976,242,i12,1,98,2,,,,1
1976,242,i12,1,98,2,,,,1
1976,242,i12,1,99,2,,,,1
1976,242,i12,1,99,2,,,,1
1976,242,i12,1,99,2,,,,1
1976,242,i12,1,100,2,,,,1
1976,242,i12,1,100,2,,,,1
1976,242,i12,1,100,2,,,,1
1976,242,i12,1,100,2,,,,1
1976,242,i12,1,100,2,,,,1
1976,242,i12,1,100,2,,,,1
1976,242,i12,1,100,2,,,,1
1976,242,i12,1,101,2,,,,1
1976,242,i12,1,101,2,,,,1
1976,242,i12,1,101,2,,,,1
1976,242,i12,1,101,2,,,,1
1976,242,i12,1,101,2,,,,1
1976,242,i12,1,102,2,,,,1
1976,242,i12,1,102,2,,,,1
1976,242,i12,1,102,2,,,,1
1976,242,i12,1,102,2,,,,1
1976,242,i12,1,102,2,,,,1
1976,242,i12,1,102,2,,,,1
1976,242,i12,1,102,2,,,,1
1976,242,i12,1,103,1,,,,1
1976,242,i12,1,103,2,,,,1
1976,242,i12,1,103,2,,,,1
1976,242,i12,1,103,2,,,,1
1976,242,i12,1,103,2,,,,1
1976,242,i12,1,103,2,,,,1
1976,242,i12,1,103,2,,,,1
1976,242,i12,1,103,2,,,,1
1976,242,i12,1,103,2,,,,1
1976,242,i12,1,103,2,,,,1
1976,242,i12,1,104,1,,,,1
1976,242,i12,1,104,2,,,,1
1976,242,i12,1,104,2,,,,1
1976,242,i12,1,104,2,,,,1
1976,242,i12,1,104,2,,,,1
1976,242,i12,1,104,2,,,,1
1976,242,i12,1,104,2,,,,1
1976,242,i12,1,104,2,,,,1
1976,242,i12,1,105,2,,,,1
1976,242,i12,1,105,2,,,,1
1976,242,i12,1,105,2,,,,1
1976,242,i12,1,105,2,,,,1
1976,242,i12,1,105,2,,,,1
1976,242,i12,1,105,2,,,,1
1976,242,i12,1,105,2,,,,1
1976,242,i12,1,105,2,,,,1
1976,242,i12,1,106,2,,,,1
1976,242,i12,1,106,2,,,,1
1976,242,i12,1,106,2,,,,1
1976,242,i12,1,106,2,,,,1
1976,242,i12,1,106,2,,,,1
1976,242,i12,1,106,2,,,,1
1976,242,i12,1,107,2,,,,1
1976,242,i12,1,107,2,,,,1
1976,242,i12,1,107,2,,,,1
1976,242,i12,1,107,2,,,,1
1976,242,i12,1,107,2,,,,1
1976,242,i12,1,107,2,,,,1
1976,242,i12,1,107,2,,,,1
1976,242,i12,1,107,2,,,,1
1976,242,i12,1,107,2,,,,1
1976,242,i12,1,108,1,,,,1
1976,242,i12,1,108,2,,,,1
1976,242,i12,1,108,2,,,,1
1976,242,i12,1,108,2,,,,1
1976,242,i12,1,108,2,,,,1
1976,242,i12,1,108,2,,,,1
1976,242,i12,1,108,2,,,,1
1976,242,i12,1,108,2,,,,1
1976,242,i12,1,108,2,,,,1
1976,242,i12,1,108,2,,,,1
1976,242,i12,1,109,1,,,,1
1976,242,i12,1,109,2,,,,1
1976,242,i12,1,109,2,,,,1
1976,242,i12,1,109,2,,,,1
1976,242,i12,1,109,2,,,,1
1976,242,i12,1,109,2,,,,1
1976,242,i12,1,109,2,,,,1
1976,242,i12,1,110,2,,,,1
1976,242,i12,1,110,2,,,,1
1976,242,i12,1,110,2,,,,1
1976,242,i12,1,110,2,,,,1
1976,242,i12,1,110,2,,,,1
1976,242,i12,1,110,2,,,,1
1976,242,i12,1,110,2,,,,1
1976,242,i12,1,110,2,,,,1
1976,242,i12,1,111,1,,,,1
1976,242,i12,1,111,2,,,,1
1976,242,i12,1,111,2,,,,1
1976,242,i12,1,111,2,,,,1
1976,242,i12,1,111,2,,,,1
1976,242,i12,1,111,2,,,,1
1976,242,i12,1,111,2,,,,1
1976,242,i12,1,111,2,,,,1
1976,242,i12,1,111,2,,,,1
1976,242,i12,1,111,2,,,,1
1976,242,i12,1,111,2,,,,1
1976,242,i12,1,111,2,,,,1
1976,242,i12,1,111,2,,,,1
1976,242,i12,1,111,2,,,,1
1976,242,i12,1,112,2,,,,1
1976,242,i12,1,112,2,,,,1
1976,242,i12,1,112,2,,,,1
1976,242,i12,1,112,2,,,,1
1976,242,i12,1,112,2,,,,1
1976,242,i12,1,112,2,,,,1
1976,242,i12,1,112,2,,,,1
1976,242,i12,1,112,2,,,,1
1976,242,i12,1,112,2,,,,1
1976,242,i12,1,112,2,,,,1
1976,242,i12,1,112,2,,,,1
1976,242,i12,1,112,2,,,,1
1976,242,i12,1,112,2,,,,1
1976,242,i12,1,113,2,,,,1
1976,242,i12,1,113,2,,,,1
1976,242,i12,1,113,2,,,,1
1976,242,i12,1,113,2,,,,1
1976,242,i12,1,113,2,,,,1
1976,242,i12,1,113,2,,,,1
1976,242,i12,1,113,2,,,,1
1976,242,i12,1,113,2,,,,1
1976,242,i12,1,113,2,,,,1
1976,242,i12,1,113,2,,,,1
1976,242,i12,1,113,2,,,,1
1976,242,i12,1,114,1,,,,1
1976,242,i12,1,114,2,,,,1
1976,242,i12,1,114,2,,,,1
1976,242,i12,1,114,2,,,,1
1976,242,i12,1,114,2,,,,1
1976,242,i12,1,114,2,,,,1
1976,242,i12,1,114,2,,,,1
1976,242,i12,1,114,2,,,,1
1976,242,i12,1,114,2,,,,1
1976,242,i12,1,114,2,,,,1
1976,242,i12,1,114,2,,,,1
1976,242,i12,1,114,2,,,,1
1976,242,i12,1,115,2,,,,1
1976,242,i12,1,115,2,,,,1
1976,242,i12,1,115,2,,,,1
1976,242,i12,1,115,2,,,,1
1976,242,i12,1,115,2,,,,1
1976,242,i12,1,115,2,,,,1
1976,242,i12,1,115,2,,,,1
1976,242,i12,1,115,2,,,,1
1976,242,i12,1,116,1,,,,1
1976,242,i12,1,116,2,,,,1
1976,242,i12,1,116,2,,,,1
1976,242,i12,1,116,2,,,,1
1976,242,i12,1,116,2,,,,1
1976,242,i12,1,116,2,,,,1
1976,242,i12,1,116,2,,,,1
1976,242,i12,1,116,2,,,,1
1976,242,i12,1,117,2,,,,1
1976,242,i12,1,117,2,,,,1
1976,242,i12,1,117,2,,,,1
1976,242,i12,1,117,2,,,,1
1976,242,i12,1,118,2,,,,1
1976,242,i12,1,118,2,,,,1
1976,242,i12,1,118,2,,,,1
1976,242,i12,1,118,2,,,,1
1976,242,i12,1,118,2,,,,1
1976,242,i12,1,118,2,,,,1
1976,242,i12,1,119,1,,,,1
1976,242,i12,1,119,2,,,,1
1976,242,i12,1,119,2,,,,1
1976,242,i12,1,119,2,,,,1
1976,242,i12,1,120,2,,,,1
1976,242,i12,1,120,2,,,,1
1976,242,i12,1,120,2,,,,1
1976,242,i12,1,120,2,,,,1
1976,242,i12,1,120,2,,,,1
1976,242,i12,1,120,2,,,,1
1976,242,i12,1,120,2,,,,1
1976,242,i12,1,121,2,,,,1
1976,242,i12,1,121,2,,,,1
1976,242,i12,1,122,2,,,,1
1976,242,i12,1,124,2,,,,1
1976,242,i12,1,126,1,,,,1
1976,242,i12,1,128,1,,,,1
1976,242,i12,1,131,2,,,,1
1976,242,i12,1,131,2,,,,1
1976,242,i12,1,139,3,,,,1
1976,242,i12,2,70,2,0,0,0,1
1976,242,i12,2,76,2,2,2,6,1
1976,242,i12,2,80,2,0,0,0,1
1976,243,j09,1,84,2,,,,1
1976,243,j09,1,86,2,,,,1
1976,243,j09,1,86,2,,,,1
1976,243,j09,1,94,2,,,,1
1976,243,j09,1,102,2,,,,1
1976,243,j09,1,109,2,,,,1
1976,243,j09,1,112,2,,,,1
1976,243,j09,1,114,2,,,,1
1976,243,j09,1,118,2,,,,1
1976,243,j09,1,118,2,,,,1
1976,243,j09,1,130,2,,,,1
1976,243,j09,2,65,2,2,2,6,1
1976,243,j09,2,67,2,0,0,0,1
1976,243,j09,2,67,2,2,2,6,1
1976,243,j09,2,71,2,2,2,4,1
1976,243,j09,2,72,2,2,2,7,1
1976,243,j09,2,74,2,2,2,5,1
1976,243,j09,2,75,2,5,2,5,1
1976,243,j09,2,75,2,2,2,6,1
1976,243,j09,2,76,2,2,2,6,1
1976,243,j09,2,76,2,2,2,6,1
1976,243,j09,2,79,2,2,2,6,1
1976,243,j09,2,81,2,2,2,6,1
